Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8770,2.7610,2.7450,2.9410,2.6860,2025-03-19
1 Brunei Dollar,3.3760,3.2790,3.2710,3.4440,3.2640,2025-03-19
1 Canadian Dollar,3.1400,3.0560,3.0440,3.1760,2.9520,2025-03-19
1 Euro,4.9250,4.7670,4.7470,4.9430,4.6170,2025-03-19
1 New Zealand Dollar,2.6250,2.5290,2.5130,2.7770,2.4300,2025-03-19
1 Papua N Guinea Kina,N/A,N/A,-0.0160,N/A,N/A,2025-03-19
1 Singapore Dollar,3.3760,3.2790,3.2710,3.4440,3.2640,2025-03-19
1 Sterling Pound,5.8520,5.6670,5.6470,5.9630,5.4880,2025-03-19
1 Swiss Franc,5.1610,4.9440,4.9290,5.1800,4.7390,2025-03-19
100 Bangladesh Taka,3.7790,3.5190,3.3190,N/A,N/A,2025-03-19
100 Danish Krone,67.6900,62.2900,62.0900,N/A,N/A,2025-03-19
100 Hongkong Dollar,58.5000,55.5900,55.3900,58.7400,50.5600,2025-03-19
100 Indian Rupee,5.2800,4.9600,4.7600,N/A,N/A,2025-03-19
100 Indonesian Rupiah,0.0282,0.0255,0.0205,0.0305,0.0230,2025-03-19
100 Japanese Yen,3.0140,2.9180,2.9080,3.1500,2.7600,2025-03-19
100 Norwegian Krone,43.6900,40.1900,39.9900,44.6100,28.6800,2025-03-19
100 Pakistan Rupee,1.6300,1.5300,1.3300,2.4300,1.4000,2025-03-19
100 Philippine Peso,7.9700,7.5100,7.3100,7.9900,7.5100,2025-03-19
100 Saudi Riyal,121.2500,115.1100,114.9100,120.5300,103.9000,2025-03-19
100 South Africa Rand,25.7100,23.2200,23.0200,33.2900,22.9400,2025-03-19
100 Sri Lanka Rupee,1.5600,1.4300,1.2300,1.5300,0.7200,2025-03-19
100 Swedish Krona,46.1200,42.0100,41.8100,N/A,N/A,2025-03-19
100 Thai Baht,13.9700,12.3900,11.9900,13.9200,11.7700,2025-03-19
1 US Dollar,4.4980,4.3640,4.3540,4.5800,4.3490,2025-03-19
100 UAE Dirham,123.9000,117.4800,117.2800,123.8000,115.9400,2025-03-19
100 Qatar Riyal,124.7600,118.4400,118.2400,N/A,N/A,2025-03-19
100 New Taiwan Dollar,14.7000,N/A,N/A,14.1600,12.6000,2025-03-19
100 Chinese Renminbi,62.6000,59.9600,59.9600,N/A,N/A,2025-03-19
