Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9570,2.8350,2.8190,2.9640,2.7520,2024-11-13
1 BRUNEI DOLLAR,3.3650,3.2630,3.2550,3.4440,3.2430,2024-11-13
1 CANADIAN DOLLAR,3.2290,3.1380,3.1260,3.2570,3.0250,2024-11-13
1 EURO,4.7930,4.6320,4.6120,4.8000,4.4800,2024-11-13
1 NEW ZEALAND DOLLAR,2.6800,2.5790,2.5630,2.7770,2.4730,2024-11-13
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-13
1 SINGAPORE DOLLAR,3.3650,3.2630,3.2550,3.4440,3.2430,2024-11-13
1 POUND STERLING,5.7500,5.5620,5.5420,5.8450,5.3760,2024-11-13
1 SWISS FRANC,5.1440,4.9210,4.9060,5.1500,4.7090,2024-11-13
100 BANGLADESH TAKA,3.8530,3.5830,3.3830,N/A,N/A,2024-11-13
100 DANISH KRONER,65.8700,60.5400,60.3400,N/A,N/A,2024-11-13
100 HONGKONG DOLLAR,58.6000,55.6100,55.4100,58.7100,50.5600,2024-11-13
100 INDIAN RUPEE,5.4300,5.0900,4.8900,N/A,N/A,2024-11-13
100 INDONESIAN RUPIAH,0.0296,0.0267,0.0217,0.0305,0.0240,2024-11-13
100 JAPANESE YEN,2.9180,2.8210,2.8110,3.1500,2.6700,2024-11-13
100 NORWEGIAN KRONER,41.7700,38.3400,38.1400,44.6100,28.6800,2024-11-13
100 PAKISTAN RUPEE,1.6500,1.5500,1.3500,2.4300,1.4000,2024-11-13
100 PHILIPPINES PESO,7.7900,7.3300,7.1300,7.8000,7.3200,2024-11-13
100 SAUDI ARABIAN RIYAL,121.2800,115.1400,114.9400,120.3700,103.9000,2024-11-13
100 SOUTH AFRICAN RAND,25.8000,23.2800,23.0800,33.2900,22.9400,2024-11-13
100 SRI LANKA RUPEE,1.5800,1.4500,1.2500,1.5500,0.7200,2024-11-13
100 SWEDISH KRONER,42.6500,38.7700,38.5700,N/A,N/A,2024-11-13
100 THAILAND BAHT,13.5100,11.9600,11.5600,13.4200,11.3500,2024-11-13
1 US DOLLAR,4.5100,4.3700,4.3600,4.5800,4.3490,2024-11-13
100 ARAB EMIRATES DIRHAM,124.2100,117.6400,117.4400,123.8700,115.9400,2024-11-13
100 QATAR RIYAL,125.0000,118.6700,118.4700,N/A,N/A,2024-11-13
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-11-13
100 CHINESE RENMINBI,62.7800,60.0400,N/A,N/A,N/A,2024-11-13
