Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8640,2.7500,2.7340,2.9410,2.6710,2025-02-24
1 Brunei Dollar,3.3480,3.2510,3.2430,3.4440,3.2330,2025-02-24
1 Canadian Dollar,3.1410,3.0570,3.0450,3.1750,2.9510,2025-02-24
1 Euro,4.7000,4.5480,4.5280,4.7100,4.3990,2025-02-24
1 New Zealand Dollar,2.5820,2.4870,2.4710,2.7770,2.3860,2025-02-24
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-02-24
1 Singapore Dollar,3.3480,3.2510,3.2430,3.4440,3.2330,2025-02-24
1 Sterling Pound,5.6640,5.4870,5.4670,5.7680,5.3090,2025-02-24
1 Swiss Franc,5.0140,4.8020,4.7870,5.0290,4.6010,2025-02-24
100 Bangladesh Taka,3.7480,3.4910,3.2910,N/A,N/A,2025-02-24
100 Danish Krone,64.5700,59.4400,59.2400,N/A,N/A,2025-02-24
100 Hongkong Dollar,58.0200,55.1500,54.9500,58.3200,50.5600,2025-02-24
100 Indian Rupee,5.2400,4.9200,4.7200,N/A,N/A,2025-02-24
100 Indonesian Rupiah,0.0283,0.0256,0.0206,0.0305,0.0230,2025-02-24
100 Japanese Yen,2.9920,2.8970,2.8870,3.1500,2.7500,2025-02-24
100 Norwegian Krone,41.2800,37.9800,37.7800,44.6100,28.6800,2025-02-24
100 Pakistan Rupee,1.6200,1.5200,1.3200,2.4300,1.4000,2025-02-24
100 Philippine Peso,7.8200,7.3700,7.1700,7.8600,7.3800,2025-02-24
100 Saudi Riyal,120.3000,114.2000,114.0000,119.6700,103.9000,2025-02-24
100 South Africa Rand,25.2600,22.8100,22.6100,33.2900,22.4800,2025-02-24
100 Sri Lanka Rupee,1.5500,1.4300,1.2300,1.5200,0.7200,2025-02-24
100 Swedish Krona,43.4200,39.5600,39.3600,N/A,N/A,2025-02-24
100 Thai Baht,13.9300,12.3600,11.9600,13.8500,11.7100,2025-02-24
1 US Dollar,4.4620,4.3290,4.3190,4.5800,4.3180,2025-02-24
100 UAE Dirham,122.9000,116.5700,116.3700,122.9300,115.9400,2025-02-24
100 Qatar Riyal,123.7600,117.4900,117.2900,N/A,N/A,2025-02-24
100 New Taiwan Dollar,14.7000,N/A,N/A,14.1600,12.5900,2025-02-24
100 Chinese Renminbi,62.1000,59.4900,N/A,N/A,N/A,2025-02-24
