Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8240,2.7100,2.6940,2.9410,2.6350,2025-02-05
1 Brunei Dollar,3.3210,3.2240,3.2160,3.4440,3.2080,2025-02-05
1 Canadian Dollar,3.1340,3.0500,3.0380,3.1700,2.9420,2025-02-05
1 Euro,4.6720,4.5200,4.5000,4.6840,4.3740,2025-02-05
1 New Zealand Dollar,2.5510,2.4570,2.4410,2.7770,2.3580,2025-02-05
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-02-05
1 Singapore Dollar,3.3210,3.2240,3.2160,3.4440,3.2080,2025-02-05
1 Sterling Pound,5.6170,5.4380,5.4180,5.7160,5.2610,2025-02-05
1 Swiss Franc,4.9990,4.7850,4.7700,5.0130,4.5860,2025-02-05
100 Bangladesh Taka,3.7500,3.5180,3.3180,N/A,N/A,2025-02-05
100 Danish Krone,64.2000,59.0800,58.8800,N/A,N/A,2025-02-05
100 Hongkong Dollar,58.3500,55.4500,55.2500,58.5500,50.5600,2025-02-05
100 Indian Rupee,5.2500,4.9200,4.7200,N/A,N/A,2025-02-05
100 Indonesian Rupiah,0.0285,0.0258,0.0208,0.0305,0.0230,2025-02-05
100 Japanese Yen,2.9330,2.8390,2.8290,3.1500,2.6700,2025-02-05
100 Norwegian Krone,41.0400,37.7600,37.5600,44.6100,28.6800,2025-02-05
100 Pakistan Rupee,1.6400,1.5400,1.3400,2.4300,1.4000,2025-02-05
100 Philippine Peso,7.8600,7.4100,7.2100,7.8800,7.4100,2025-02-05
100 Saudi Riyal,121.2300,115.0800,114.8800,120.3900,103.9000,2025-02-05
100 South Africa Rand,24.9200,22.5100,22.3100,33.2900,22.2300,2025-02-05
100 Sri Lanka Rupee,1.5400,1.4200,1.2200,1.5200,0.7200,2025-02-05
100 Swedish Krona,42.2500,38.4900,38.2900,N/A,N/A,2025-02-05
100 Thai Baht,13.9500,12.3700,11.9700,13.8800,11.7400,2025-02-05
1 US Dollar,4.4970,4.3630,4.3530,4.5800,4.3440,2025-02-05
100 UAE Dirham,123.8500,117.4600,117.2600,123.6700,115.9400,2025-02-05
100 Qatar Riyal,124.7100,118.3900,118.1900,N/A,N/A,2025-02-05
100 New Taiwan Dollar,14.8000,N/A,N/A,14.1600,12.6200,2025-02-05
100 Chinese Renminbi,62.1500,59.5300,N/A,N/A,N/A,2025-02-05
