Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9440,2.8250,2.8090,2.9570,2.7480,2024-10-09
1 BRUNEI DOLLAR,3.3280,3.2300,3.2220,3.4440,3.2190,2024-10-09
1 CANADIAN DOLLAR,3.1750,3.0890,3.0770,3.2140,2.9860,2024-10-09
1 EURO,4.7710,4.6150,4.5950,4.7930,4.4750,2024-10-09
1 NEW ZEALAND DOLLAR,2.6610,2.5630,2.5470,2.7770,2.4740,2024-10-09
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-10-09
1 SINGAPORE DOLLAR,3.3280,3.2300,3.2220,3.4440,3.2190,2024-10-09
1 POUND STERLING,5.6930,5.5110,5.4910,5.8060,5.3410,2024-10-09
1 SWISS FRANC,5.0990,4.8790,4.8640,5.1210,4.6830,2024-10-09
100 BANGLADESH TAKA,3.7090,3.4520,3.2520,N/A,N/A,2024-10-09
100 DANISH KRONER,65.5800,60.3200,60.1200,N/A,N/A,2024-10-09
100 HONGKONG DOLLAR,56.4400,53.6000,53.4000,56.7100,50.5600,2024-10-09
100 INDIAN RUPEE,5.2600,4.9300,4.7300,N/A,N/A,2024-10-09
100 INDONESIAN RUPIAH,0.0287,0.0260,0.0210,0.0305,0.0230,2024-10-09
100 JAPANESE YEN,2.9340,2.8390,2.8290,3.1500,2.6900,2024-10-09
100 NORWEGIAN KRONER,41.6100,38.2500,38.0500,44.6100,28.6800,2024-10-09
100 PAKISTAN RUPEE,1.5900,1.4900,1.2900,2.4300,1.4000,2024-10-09
100 PHILIPPINES PESO,7.7300,7.2800,7.0800,7.7800,7.3100,2024-10-09
100 SAUDI ARABIAN RIYAL,116.8900,110.9700,110.7700,116.3200,103.9000,2024-10-09
100 SOUTH AFRICAN RAND,25.6200,23.1400,22.9400,33.2900,22.8400,2024-10-09
100 SRI LANKA RUPEE,1.5200,1.4000,1.2000,1.5200,0.7200,2024-10-09
100 SWEDISH KRONER,43.3700,39.4800,39.2800,N/A,N/A,2024-10-09
100 THAILAND BAHT,13.5500,12.0200,11.6200,13.4800,11.4000,2024-10-09
1 US DOLLAR,4.3440,4.2080,4.1980,4.5800,4.1990,2024-10-09
100 ARAB EMIRATES DIRHAM,119.5900,113.3400,113.1400,119.6200,113.3300,2024-10-09
100 QATAR RIYAL,120.3700,114.2700,114.0700,N/A,N/A,2024-10-09
100 NEW TAIWAN DOLLAR,14.6000,N/A,N/A,14.1600,12.4600,2024-10-09
100 CHINESE RENMINBI,61.8700,59.2200,N/A,N/A,N/A,2024-10-09
