Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8410,2.7270,2.7110,2.9410,2.6400,2024-12-30
1 BRUNEI DOLLAR,3.3390,3.2420,3.2340,3.4440,3.2140,2024-12-30
1 CANADIAN DOLLAR,3.1470,3.0620,3.0500,3.1710,2.9440,2024-12-30
1 EURO,4.7360,4.5830,4.5630,4.7410,4.4230,2024-12-30
1 NEW ZEALAND DOLLAR,2.5690,2.4740,2.4580,2.7770,2.3660,2024-12-30
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-30
1 SINGAPORE DOLLAR,3.3390,3.2420,3.2340,3.4440,3.2140,2024-12-30
1 POUND STERLING,5.7150,5.5330,5.5130,5.8030,5.3340,2024-12-30
1 SWISS FRANC,5.0650,4.8500,4.8350,5.0650,4.6310,2024-12-30
100 BANGLADESH TAKA,3.8750,3.6080,3.4080,N/A,N/A,2024-12-30
100 DANISH KRONER,65.0900,59.9000,59.7000,N/A,N/A,2024-12-30
100 HONGKONG DOLLAR,59.0400,56.1100,55.9100,59.1000,50.5600,2024-12-30
100 INDIAN RUPEE,5.4000,5.0700,4.8700,N/A,N/A,2024-12-30
100 INDONESIAN RUPIAH,0.0289,0.0262,0.0212,0.0305,0.0230,2024-12-30
100 JAPANESE YEN,2.8790,2.7870,2.7770,3.1500,2.6300,2024-12-30
100 NORWEGIAN KRONER,41.0100,37.7300,37.5300,44.6100,28.6800,2024-12-30
100 PAKISTAN RUPEE,1.6600,1.5500,1.3500,2.4300,1.4000,2024-12-30
100 PHILIPPINES PESO,7.9500,7.4900,7.2900,7.9500,7.4600,2024-12-30
100 SAUDI ARABIAN RIYAL,122.1800,115.9900,115.7900,121.1300,103.9000,2024-12-30
100 SOUTH AFRICAN RAND,25.1900,22.7500,22.5500,33.2900,22.3500,2024-12-30
100 SRI LANKA RUPEE,1.5900,1.4700,1.2700,1.5600,0.7200,2024-12-30
100 SWEDISH KRONER,42.5500,38.7500,38.5500,N/A,N/A,2024-12-30
100 THAILAND BAHT,13.9200,12.3500,11.9500,13.8200,11.6800,2024-12-30
1 US DOLLAR,4.5360,4.4020,4.3920,4.5800,4.3690,2024-12-30
100 ARAB EMIRATES DIRHAM,124.9400,118.4900,118.2900,124.4800,115.9400,2024-12-30
100 QATAR RIYAL,125.8200,119.4400,119.2400,N/A,N/A,2024-12-30
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7300,2024-12-30
100 CHINESE RENMINBI,62.5700,59.9400,N/A,N/A,N/A,2024-12-30
