Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8430,2.7300,2.7140,2.9410,2.6480,2025-01-10
1 BRUNEI DOLLAR,3.3320,3.2350,3.2270,3.4440,3.2160,2025-01-10
1 CANADIAN DOLLAR,3.1630,3.0780,3.0660,3.1970,2.9710,2025-01-10
1 EURO,4.7040,4.5520,4.5320,4.7150,4.4030,2025-01-10
1 NEW ZEALAND DOLLAR,2.5640,2.4690,2.4530,2.7770,2.3670,2025-01-10
1 P NEW GUINEA KINA,N/A,N/A,0.0160,N/A,N/A,2025-01-10
1 SINGAPORE DOLLAR,3.3320,3.2350,3.2270,3.4440,3.2160,2025-01-10
1 POUND STERLING,5.6170,5.4410,5.4210,5.7170,5.2600,2025-01-10
1 SWISS FRANC,5.0360,4.8220,4.8070,5.0460,4.6160,2025-01-10
100 BANGLADESH TAKA,3.8000,3.5680,3.3680,N/A,N/A,2025-01-10
100 DANISH KRONER,64.6300,59.4800,59.2800,N/A,N/A,2025-01-10
100 HONGKONG DOLLAR,59.2400,56.2900,56.0900,59.4400,50.5600,2025-01-10
100 INDIAN RUPEE,5.4000,5.0700,4.8700,N/A,N/A,2025-01-10
100 INDONESIAN RUPIAH,0.0291,0.0264,0.0214,0.0305,0.0240,2025-01-10
100 JAPANESE YEN,2.8870,2.7950,2.7850,3.1500,2.6400,2025-01-10
100 NORWEGIAN KRONER,41.0800,37.8000,37.6000,44.6100,28.6800,2025-01-10
100 PAKISTAN RUPEE,1.6600,1.5600,1.3600,2.4300,1.4000,2025-01-10
100 PHILIPPINES PESO,7.9300,7.4800,7.2800,7.9300,7.4500,2025-01-10
100 SAUDI ARABIAN RIYAL,122.8300,116.6000,116.4000,122.0100,103.9000,2025-01-10
100 SOUTH AFRICAN RAND,24.9700,22.5500,22.3500,33.2900,22.2300,2025-01-10
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5500,0.7200,2025-01-10
100 SWEDISH KRONER,42.1500,38.4000,38.2000,N/A,N/A,2025-01-10
100 THAILAND BAHT,13.7700,12.2200,11.8200,13.7100,11.6000,2025-01-10
1 US DOLLAR,4.5600,4.4260,4.4160,4.6130,4.4070,2025-01-10
100 ARAB EMIRATES DIRHAM,125.6200,119.1200,118.9200,125.4600,115.9400,2025-01-10
100 QATAR RIYAL,126.4900,120.0800,119.8800,N/A,N/A,2025-01-10
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7800,2025-01-10
100 CHINESE RENMINBI,62.6200,59.9900,N/A,N/A,N/A,2025-01-10
