Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8640,2.7480,2.7320,2.9410,2.6630,2025-01-06
1 BRUNEI DOLLAR,3.3340,3.2380,3.2300,3.4440,3.2120,2025-01-06
1 CANADIAN DOLLAR,3.1660,3.0810,3.0690,3.1890,2.9630,2025-01-06
1 EURO,4.7160,4.5640,4.5440,4.7190,4.4060,2025-01-06
1 NEW ZEALAND DOLLAR,2.5790,2.4840,2.4680,2.7770,2.3800,2025-01-06
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2025-01-06
1 SINGAPORE DOLLAR,3.3340,3.2380,3.2300,3.4440,3.2120,2025-01-06
1 POUND STERLING,5.6890,5.5090,5.4890,5.7770,5.3150,2025-01-06
1 SWISS FRANC,5.0550,4.8420,4.8270,5.0600,4.6280,2025-01-06
100 BANGLADESH TAKA,3.8390,3.5750,3.3750,N/A,N/A,2025-01-06
100 DANISH KRONER,64.8200,59.6600,59.4600,N/A,N/A,2025-01-06
100 HONGKONG DOLLAR,59.3700,56.4200,56.2200,59.5000,50.5600,2025-01-06
100 INDIAN RUPEE,5.4100,5.0800,4.8800,N/A,N/A,2025-01-06
100 INDONESIAN RUPIAH,0.0292,0.0264,0.0214,0.0305,0.0240,2025-01-06
100 JAPANESE YEN,2.9030,2.8100,2.8000,3.1500,2.6500,2025-01-06
100 NORWEGIAN KRONER,41.3300,38.0100,37.8100,44.6100,28.6800,2025-01-06
100 PAKISTAN RUPEE,1.6700,1.5700,1.3700,2.4300,1.4000,2025-01-06
100 PHILIPPINES PESO,7.9600,7.5100,7.3100,7.9900,7.5100,2025-01-06
100 SAUDI ARABIAN RIYAL,123.0400,116.8000,116.6000,122.0600,103.9000,2025-01-06
100 SOUTH AFRICAN RAND,25.2700,22.8100,22.6100,33.2900,22.4600,2025-01-06
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2025-01-06
100 SWEDISH KRONER,42.4500,38.6700,38.4700,N/A,N/A,2025-01-06
100 THAILAND BAHT,13.8500,12.2700,11.8700,13.7300,11.6100,2025-01-06
1 US DOLLAR,4.5685,4.4345,4.4245,4.6170,4.4090,2025-01-06
100 ARAB EMIRATES DIRHAM,125.8500,119.3600,119.1600,125.5400,115.9400,2025-01-06
100 QATAR RIYAL,126.7300,120.3100,120.1100,N/A,N/A,2025-01-06
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7700,2025-01-06
100 CHINESE RENMINBI,62.8200,60.1800,N/A,N/A,N/A,2025-01-06
