Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,3.0080,2.8870,2.8710,3.0150,2.8010,2024-08-23
1 BRUNEI DOLLAR,3.4010,3.3020,3.2940,3.4440,3.2800,2024-08-23
1 CANADIAN DOLLAR,3.2750,3.1850,3.1730,3.3040,3.0700,2024-08-23
1 EURO,4.9640,4.8020,4.7820,4.9720,4.6420,2024-08-23
1 NEW ZEALAND DOLLAR,2.7520,2.6490,2.6330,2.7770,2.5400,2024-08-23
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-08-23
1 SINGAPORE DOLLAR,3.4010,3.3020,3.2940,3.4440,3.2800,2024-08-23
1 POUND STERLING,5.8490,5.6600,5.6400,5.9450,5.4690,2024-08-23
1 SWISS FRANC,5.2710,5.0470,5.0320,5.2770,4.8270,2024-08-23
100 BANGLADESH TAKA,3.8080,3.5450,3.3450,N/A,N/A,2024-08-23
100 DANISH KRONER,68.2000,62.7300,62.5300,N/A,N/A,2024-08-23
100 HONGKONG DOLLAR,57.7900,54.8900,54.6900,57.9000,50.5600,2024-08-23
100 INDIAN RUPEE,5.4000,5.0700,4.8700,N/A,N/A,2024-08-23
100 INDONESIAN RUPIAH,0.0296,0.0268,0.0218,0.0305,0.0240,2024-08-23
100 JAPANESE YEN,3.0570,2.9580,2.9480,3.1500,2.7900,2024-08-23
100 NORWEGIAN KRONER,43.2300,39.7500,39.5500,44.6100,28.6800,2024-08-23
100 PAKISTAN RUPEE,1.6300,1.5200,1.3200,2.4300,1.4000,2024-08-23
100 PHILIPPINES PESO,8.0300,7.5600,7.3600,8.0400,7.5500,2024-08-23
100 SAUDI ARABIAN RIYAL,120.1100,114.0200,113.8200,119.1500,103.9000,2024-08-23
100 SOUTH AFRICAN RAND,25.6800,23.1800,22.9800,33.2900,22.8400,2024-08-23
100 SRI LANKA RUPEE,1.5200,1.4000,1.2000,1.5200,0.7200,2024-08-23
100 SWEDISH KRONER,44.9300,40.9100,40.7100,N/A,N/A,2024-08-23
100 THAILAND BAHT,13.5000,11.9600,11.5600,13.4100,11.3400,2024-08-23
1 US DOLLAR,4.4590,4.3230,4.3130,4.5800,4.3000,2024-08-23
100 ARAB EMIRATES DIRHAM,122.8000,116.3900,116.1900,122.4600,115.9400,2024-08-23
100 QATAR RIYAL,123.6300,117.3600,117.1600,N/A,N/A,2024-08-23
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7800,2024-08-23
100 CHINESE RENMINBI,62.1000,59.9000,N/A,N/A,N/A,2024-08-23
