Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8870,2.7680,2.7520,2.9410,2.6870,2024-12-18
1 BRUNEI DOLLAR,3.3560,3.2550,3.2470,3.4440,3.2340,2024-12-18
1 CANADIAN DOLLAR,3.1620,3.0750,3.0630,3.1900,2.9640,2024-12-18
1 EURO,4.7630,4.6050,4.5850,4.7700,4.4530,2024-12-18
1 NEW ZEALAND DOLLAR,2.6190,2.5200,2.5040,2.7770,2.4160,2024-12-18
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-18
1 SINGAPORE DOLLAR,3.3560,3.2550,3.2470,3.4440,3.2340,2024-12-18
1 POUND STERLING,5.7650,5.5790,5.5590,5.8590,5.3910,2024-12-18
1 SWISS FRANC,5.1110,4.8890,4.8740,5.1170,4.6790,2024-12-18
100 BANGLADESH TAKA,3.8700,3.6000,3.4000,N/A,N/A,2024-12-18
100 DANISH KRONER,65.4500,60.1800,59.9800,N/A,N/A,2024-12-18
100 HONGKONG DOLLAR,58.9200,55.9400,55.7400,59.0400,50.5600,2024-12-18
100 INDIAN RUPEE,5.4200,5.0900,4.8900,N/A,N/A,2024-12-18
100 INDONESIAN RUPIAH,0.0292,0.0264,0.0214,0.0305,0.0240,2024-12-18
100 JAPANESE YEN,2.9520,2.8550,2.8450,3.1500,2.7000,2024-12-18
100 NORWEGIAN KRONER,41.5500,38.1700,37.9700,44.6100,28.6800,2024-12-18
100 PAKISTAN RUPEE,1.6600,1.5500,1.3500,2.4300,1.4000,2024-12-18
100 PHILIPPINES PESO,7.7900,7.3300,7.1300,7.8000,7.3200,2024-12-18
100 SAUDI ARABIAN RIYAL,121.8400,115.6600,115.4600,120.9300,103.9000,2024-12-18
100 SOUTH AFRICAN RAND,25.9700,23.4400,23.2400,33.2900,23.1000,2024-12-18
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-12-18
100 SWEDISH KRONER,42.6600,38.8200,38.6200,N/A,N/A,2024-12-18
100 THAILAND BAHT,13.8500,12.2700,11.8700,13.7500,11.6300,2024-12-18
1 US DOLLAR,4.5300,4.3920,4.3820,4.5800,4.3690,2024-12-18
100 ARAB EMIRATES DIRHAM,124.7700,118.2300,118.0300,124.4200,115.9400,2024-12-18
100 QATAR RIYAL,125.5900,119.2300,119.0300,N/A,N/A,2024-12-18
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-12-18
100 CHINESE RENMINBI,62.6000,59.9200,N/A,N/A,N/A,2024-12-18
