Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8860,2.7690,2.7530,2.9410,2.6870,2025-02-21
1 Brunei Dollar,3.3590,3.2600,3.2520,3.4440,3.2390,2025-02-21
1 Canadian Dollar,3.1580,3.0730,3.0610,3.1860,2.9610,2025-02-21
1 Euro,4.7110,4.5580,4.5380,4.7180,4.4060,2025-02-21
1 New Zealand Dollar,2.5940,2.4980,2.4820,2.7770,2.3940,2025-02-21
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-02-21
1 Singapore Dollar,3.3590,3.2600,3.2520,3.4440,3.2390,2025-02-21
1 Sterling Pound,5.6850,5.5030,5.4830,5.7780,5.3160,2025-02-21
1 Swiss Franc,5.0240,4.8090,4.7940,5.0290,4.6000,2025-02-21
100 Bangladesh Taka,3.7660,3.5070,3.3070,N/A,N/A,2025-02-21
100 Danish Krone,64.7500,59.5800,59.3800,N/A,N/A,2025-02-21
100 Hongkong Dollar,58.2700,55.3600,55.1600,58.3800,50.5600,2025-02-21
100 Indian Rupee,5.2600,4.9400,4.7400,N/A,N/A,2025-02-21
100 Indonesian Rupiah,0.0284,0.0257,0.0207,0.0305,0.0230,2025-02-21
100 Japanese Yen,2.9960,2.8990,2.8890,3.1500,2.7400,2025-02-21
100 Norwegian Krone,41.4600,38.1300,37.9300,44.6100,28.6800,2025-02-21
100 Pakistan Rupee,1.6300,1.5300,1.3300,2.4300,1.4000,2025-02-21
100 Philippine Peso,7.8500,7.4000,7.2000,7.8600,7.3800,2025-02-21
100 Saudi Riyal,120.8600,114.7300,114.5300,119.8800,103.9000,2025-02-21
100 South Africa Rand,25.3600,22.8900,22.6900,33.2900,22.5600,2025-02-21
100 Sri Lanka Rupee,1.5500,1.4300,1.2300,1.5200,0.7200,2025-02-21
100 Swedish Krona,43.5000,39.6000,39.4000,N/A,N/A,2025-02-21
100 Thai Baht,13.9500,12.3700,11.9700,13.8600,11.7200,2025-02-21
1 US Dollar,4.4835,4.3485,4.3385,4.5800,4.3250,2025-02-21
100 UAE Dirham,123.4900,117.0600,116.8600,123.1400,115.9400,2025-02-21
100 Qatar Riyal,124.3400,118.0400,117.8400,N/A,N/A,2025-02-21
100 New Taiwan Dollar,14.7000,N/A,N/A,14.1600,12.6400,2025-02-21
100 Chinese Renminbi,62.2000,59.5600,N/A,N/A,N/A,2025-02-21
