Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,3.0110,2.8890,2.8730,3.0180,2.8030,2024-08-09
1 BRUNEI DOLLAR,3.4290,3.3260,3.3180,3.4440,3.3050,2024-08-09
1 CANADIAN DOLLAR,3.3060,3.2150,3.2030,3.3360,3.0990,2024-08-09
1 EURO,4.9700,4.8070,4.7870,4.9780,4.6470,2024-08-09
1 NEW ZEALAND DOLLAR,2.7410,2.6390,2.6230,2.7770,2.5300,2024-08-09
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-08-09
1 SINGAPORE DOLLAR,3.4290,3.3260,3.3180,3.4440,3.3050,2024-08-09
1 POUND STERLING,5.8040,5.6140,5.5940,5.8990,5.4260,2024-08-09
1 SWISS FRANC,5.2870,5.0600,5.0450,5.2930,4.8410,2024-08-09
100 BANGLADESH TAKA,3.9520,3.6760,3.4760,N/A,N/A,2024-08-09
100 DANISH KRONER,68.2800,62.7800,62.5800,N/A,N/A,2024-08-09
100 HONGKONG DOLLAR,58.9800,56.0000,55.8000,59.0900,50.5600,2024-08-09
100 INDIAN RUPEE,5.5100,5.1700,4.9700,N/A,N/A,2024-08-09
100 INDONESIAN RUPIAH,0.0296,0.0268,0.0218,0.0305,0.0240,2024-08-09
100 JAPANESE YEN,3.0920,2.9910,2.9810,3.1500,2.8300,2024-08-09
100 NORWEGIAN KRONER,43.0500,39.5600,39.3600,44.6100,28.6800,2024-08-09
100 PAKISTAN RUPEE,1.6600,1.5500,1.3500,2.4300,1.4000,2024-08-09
100 PHILIPPINES PESO,8.0400,7.5700,7.3700,8.0500,7.5600,2024-08-09
100 SAUDI ARABIAN RIYAL,122.5700,116.3600,116.1600,121.6100,103.9000,2024-08-09
100 SOUTH AFRICAN RAND,25.6600,23.1700,22.9700,33.2900,22.8300,2024-08-09
100 SRI LANKA RUPEE,1.5500,1.4300,1.2300,1.5200,0.7200,2024-08-09
100 SWEDISH KRONER,44.6100,40.5900,40.3900,N/A,N/A,2024-08-09
100 THAILAND BAHT,13.4700,11.9500,11.5500,13.3800,11.3200,2024-08-09
1 US DOLLAR,4.5480,4.4100,4.4000,4.5800,4.3870,2024-08-09
100 ARAB EMIRATES DIRHAM,125.2800,118.7000,118.5000,124.9300,115.9400,2024-08-09
100 QATAR RIYAL,126.0700,119.6800,119.4800,N/A,N/A,2024-08-09
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.7800,2024-08-09
100 CHINESE RENMINBI,63.8200,61.0600,N/A,N/A,N/A,2024-08-09
