Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8940,2.7760,2.7600,2.9410,2.6940,2024-12-16
1 BRUNEI DOLLAR,3.3510,3.2500,3.2420,3.4440,3.2300,2024-12-16
1 CANADIAN DOLLAR,3.1730,3.0860,3.0740,3.2020,2.9740,2024-12-16
1 EURO,4.7570,4.5990,4.5790,4.7640,4.4470,2024-12-16
1 NEW ZEALAND DOLLAR,2.6170,2.5180,2.5020,2.7770,2.4150,2024-12-16
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-16
1 SINGAPORE DOLLAR,3.3510,3.2500,3.2420,3.4440,3.2300,2024-12-16
1 POUND STERLING,5.7270,5.5460,5.5260,5.8080,5.3440,2024-12-16
1 SWISS FRANC,5.1140,4.8990,4.8840,5.1090,4.6720,2024-12-16
100 BANGLADESH TAKA,3.8600,3.5910,3.3910,N/A,N/A,2024-12-16
100 DANISH KRONER,65.3900,60.1200,59.9200,N/A,N/A,2024-12-16
100 HONGKONG DOLLAR,58.7400,55.7700,55.5700,58.8500,50.5600,2024-12-16
100 INDIAN RUPEE,5.4200,5.0800,4.8800,N/A,N/A,2024-12-16
100 INDONESIAN RUPIAH,0.0292,0.0264,0.0214,0.0305,0.0240,2024-12-16
100 JAPANESE YEN,2.9470,2.8500,2.8400,3.1500,2.6900,2024-12-16
100 NORWEGIAN KRONER,41.6400,38.2800,38.0800,44.6100,28.6800,2024-12-16
100 PAKISTAN RUPEE,1.6600,1.5500,1.3500,2.4300,1.4000,2024-12-16
100 PHILIPPINES PESO,7.8200,7.3600,7.1600,7.8300,7.3500,2024-12-16
100 SAUDI ARABIAN RIYAL,121.5500,115.3900,115.1900,120.6100,103.9000,2024-12-16
100 SOUTH AFRICAN RAND,26.2600,23.6900,23.4900,33.2900,23.1000,2024-12-16
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-12-16
100 SWEDISH KRONER,42.5100,38.6600,38.4600,N/A,N/A,2024-12-16
100 THAILAND BAHT,13.8400,12.2600,11.8600,13.7500,11.6200,2024-12-16
1 US DOLLAR,4.5285,4.3945,4.3845,4.5800,4.3580,2024-12-16
100 ARAB EMIRATES DIRHAM,124.4700,117.9400,117.7400,124.1200,115.9400,2024-12-16
100 QATAR RIYAL,125.2800,118.9300,118.7300,N/A,N/A,2024-12-16
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-12-16
100 CHINESE RENMINBI,62.5300,59.8400,N/A,N/A,N/A,2024-12-16
