Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9620,2.8430,2.8270,2.9680,2.7580,2024-09-09
1 BRUNEI DOLLAR,3.3870,3.2870,3.2790,3.4440,3.2650,2024-09-09
1 CANADIAN DOLLAR,3.2510,3.1640,3.1520,3.2800,3.0490,2024-09-09
1 EURO,4.9010,4.7420,4.7220,4.9080,4.5840,2024-09-09
1 NEW ZEALAND DOLLAR,2.7370,2.6360,2.6200,2.7770,2.5260,2024-09-09
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-09-09
1 SINGAPORE DOLLAR,3.3870,3.2870,3.2790,3.4440,3.2650,2024-09-09
1 POUND STERLING,5.8080,5.6210,5.6010,5.9030,5.4310,2024-09-09
1 SWISS FRANC,5.2640,5.0410,5.0260,5.2700,4.8210,2024-09-09
100 BANGLADESH TAKA,3.7720,3.5110,3.3110,N/A,N/A,2024-09-09
100 DANISH KRONER,67.3300,61.9400,61.7400,N/A,N/A,2024-09-09
100 HONGKONG DOLLAR,57.2400,54.3800,54.1800,57.3500,50.5600,2024-09-09
100 INDIAN RUPEE,5.3500,5.0200,4.8200,N/A,N/A,2024-09-09
100 INDONESIAN RUPIAH,0.0297,0.0269,0.0219,0.0305,0.0240,2024-09-09
100 JAPANESE YEN,3.0980,2.9990,2.9890,3.1500,2.8300,2024-09-09
100 NORWEGIAN KRONER,42.3200,38.9200,38.7200,44.6100,28.6800,2024-09-09
100 PAKISTAN RUPEE,1.6100,1.5100,1.3100,2.4300,1.4000,2024-09-09
100 PHILIPPINES PESO,7.9800,7.5100,7.3100,7.9800,7.5000,2024-09-09
100 SAUDI ARABIAN RIYAL,118.9200,112.9000,112.7000,117.9600,103.9000,2024-09-09
100 SOUTH AFRICAN RAND,25.6700,23.1900,22.9900,33.2900,22.8400,2024-09-09
100 SRI LANKA RUPEE,1.5200,1.3900,1.1900,1.5200,0.7200,2024-09-09
100 SWEDISH KRONER,44.1900,40.2400,40.0400,N/A,N/A,2024-09-09
100 THAILAND BAHT,13.6800,12.1300,11.7300,13.5900,11.4900,2024-09-09
1 US DOLLAR,4.4170,4.2820,4.2720,4.5800,4.2590,2024-09-09
100 ARAB EMIRATES DIRHAM,121.6200,115.3100,115.1100,121.2800,114.9300,2024-09-09
100 QATAR RIYAL,122.4700,116.2700,116.0700,N/A,N/A,2024-09-09
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7100,2024-09-09
100 CHINESE RENMINBI,62.7200,60.0400,N/A,N/A,N/A,2024-09-09
