Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9500,2.8300,2.8140,2.9560,2.7470,2024-11-29
1 BRUNEI DOLLAR,3.3580,3.2600,3.2520,3.4440,3.2380,2024-11-29
1 CANADIAN DOLLAR,3.2140,3.1270,3.1150,3.2430,3.0130,2024-11-29
1 EURO,4.7670,4.6110,4.5910,4.7740,4.4580,2024-11-29
1 NEW ZEALAND DOLLAR,2.6700,2.5710,2.5550,2.7770,2.4640,2024-11-29
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-29
1 SINGAPORE DOLLAR,3.3580,3.2600,3.2520,3.4440,3.2380,2024-11-29
1 POUND STERLING,5.7300,5.5460,5.5260,5.8240,5.3580,2024-11-29
1 SWISS FRANC,5.1420,4.9240,4.9090,5.1500,4.7110,2024-11-29
100 BANGLADESH TAKA,3.8500,3.5830,3.3830,N/A,N/A,2024-11-29
100 DANISH KRONER,65.5200,60.2700,60.0700,N/A,N/A,2024-11-29
100 HONGKONG DOLLAR,58.5200,55.5900,55.3900,58.6400,50.5600,2024-11-29
100 INDIAN RUPEE,5.4200,5.0900,4.8900,N/A,N/A,2024-11-29
100 INDONESIAN RUPIAH,0.0294,0.0266,0.0216,0.0305,0.0240,2024-11-29
100 JAPANESE YEN,3.0040,2.9090,2.8990,3.1500,2.7300,2024-11-29
100 NORWEGIAN KRONER,41.9500,38.5400,38.3400,44.6100,28.6800,2024-11-29
100 PAKISTAN RUPEE,1.6500,1.5500,1.3500,2.4300,1.4000,2024-11-29
100 PHILIPPINES PESO,7.7900,7.3400,7.1400,7.8000,7.3300,2024-11-29
100 SAUDI ARABIAN RIYAL,121.2800,115.1300,114.9300,120.3100,103.9000,2024-11-29
100 SOUTH AFRICAN RAND,25.8200,23.3100,23.1100,33.2900,22.9700,2024-11-29
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5500,0.7200,2024-11-29
100 SWEDISH KRONER,42.5800,38.7600,38.5600,N/A,N/A,2024-11-29
100 THAILAND BAHT,13.7000,12.1400,11.7400,13.6100,11.5100,2024-11-29
1 US DOLLAR,4.5070,4.3710,4.3610,4.5800,4.3480,2024-11-29
100 ARAB EMIRATES DIRHAM,124.1300,117.6700,117.4700,123.7800,115.9400,2024-11-29
100 QATAR RIYAL,124.9900,118.6500,118.4500,N/A,N/A,2024-11-29
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7800,2024-11-29
100 CHINESE RENMINBI,62.6300,59.9600,N/A,N/A,N/A,2024-11-29
