Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8660,2.7470,2.7310,2.9410,2.6670,2025-01-16
1 Brunei Dollar,3.3400,3.2390,3.2310,3.4440,3.2190,2025-01-16
1 Canadian Dollar,3.1850,3.0950,3.0830,3.2130,2.9840,2025-01-16
1 Euro,4.7100,4.5520,4.5320,4.7170,4.4020,2025-01-16
1 New Zealand Dollar,2.5820,2.4830,2.4670,2.7770,2.3820,2025-01-16
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-01-16
1 Singapore Dollar,3.3400,3.2390,3.2310,3.4440,3.2190,2025-01-16
1 Sterling Pound,5.5840,5.4070,5.3870,5.6910,5.2340,2025-01-16
1 Swiss Franc,5.0310,4.8190,4.8040,5.0480,4.6150,2025-01-16
100 Bangladesh Taka,3.8220,3.5690,3.3690,N/A,N/A,2025-01-16
100 Danish Krone,64.7000,59.4700,59.2700,N/A,N/A,2025-01-16
100 Hongkong Dollar,59.2900,56.2700,56.0700,59.4100,50.5600,2025-01-16
100 Indian Rupee,5.3700,5.0400,4.8400,N/A,N/A,2025-01-16
100 Indonesian Rupiah,0.0290,0.0262,0.0212,0.0305,0.0230,2025-01-16
100 Japanese Yen,2.9350,2.8410,2.8310,3.1500,2.6700,2025-01-16
100 Norwegian Krone,41.4500,38.0600,37.8600,44.6100,28.6800,2025-01-16
100 Pakistan Rupee,1.6600,1.5600,1.3600,2.4300,1.4000,2025-01-16
100 Philippine Peso,7.9200,7.4500,7.2500,7.9300,7.4400,2025-01-16
100 Saudi Riyal,122.9800,116.7500,116.5500,122.0500,103.9000,2025-01-16
100 South Africa Rand,25.1800,22.7400,22.5400,33.2900,22.4500,2025-01-16
100 Sri Lanka Rupee,1.5800,1.4600,1.2600,1.5500,0.7200,2025-01-16
100 Swedish Krona,42.2700,38.4400,38.2400,N/A,N/A,2025-01-16
100 Thai Baht,13.8100,12.2300,11.8300,13.7200,11.6000,2025-01-16
1 US Dollar,4.5670,4.4270,4.4170,4.6130,4.4050,2025-01-16
100 UAE Dirham,125.8100,119.1600,118.9600,125.4500,115.9400,2025-01-16
100 Qatar Riyal,126.6400,120.2200,120.0200,N/A,N/A,2025-01-16
100 New Taiwan Dollar,14.9000,N/A,N/A,14.1600,12.7800,2025-01-16
100 Chinese Renminbi,62.7300,60.0000,N/A,N/A,N/A,2025-01-16
