Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9020,2.7860,2.7700,2.9410,2.7050,2024-09-30
1 BRUNEI DOLLAR,3.2520,3.1590,3.1510,3.4440,3.1420,2024-09-30
1 CANADIAN DOLLAR,3.0800,2.9980,2.9860,3.1700,2.8930,2024-09-30
1 EURO,4.6580,4.5070,4.4870,4.6760,4.3660,2024-09-30
1 NEW ZEALAND DOLLAR,2.6640,2.5670,2.5510,2.7770,2.4600,2024-09-30
1 P NEW GUINEA KINA,N/A,N/A,0.0160,N/A,N/A,2024-09-30
1 SINGAPORE DOLLAR,3.2520,3.1590,3.1510,3.4440,3.1420,2024-09-30
1 POUND STERLING,5.5850,5.4070,5.3870,5.6850,5.2310,2024-09-30
1 SWISS FRANC,4.9850,4.7750,4.7600,4.9990,4.5730,2024-09-30
100 BANGLADESH TAKA,3.5600,3.3150,3.1150,N/A,N/A,2024-09-30
100 DANISH KRONER,64.0300,58.9300,58.7300,N/A,N/A,2024-09-30
100 HONGKONG DOLLAR,54.1900,51.5000,51.3000,54.3900,50.5600,2024-09-30
100 INDIAN RUPEE,5.0600,4.7500,4.5500,N/A,N/A,2024-09-30
100 INDONESIAN RUPIAH,0.0285,0.0258,0.0208,0.0305,0.0230,2024-09-30
100 JAPANESE YEN,2.9310,2.8380,2.8280,3.1500,2.6800,2024-09-30
100 NORWEGIAN KRONER,40.7400,37.4800,37.2800,44.6100,28.6800,2024-09-30
100 PAKISTAN RUPEE,1.5300,1.4300,1.2300,2.4300,1.3800,2024-09-30
100 PHILIPPINES PESO,7.5600,7.1200,6.9200,7.6100,7.1200,2024-09-30
100 SAUDI ARABIAN RIYAL,112.3500,106.6500,106.4500,113.7900,102.6200,2024-09-30
100 SOUTH AFRICAN RAND,25.2700,22.8100,22.6100,33.2900,22.5100,2024-09-30
100 SRI LANKA RUPEE,1.4400,1.3200,1.1200,1.5200,0.7200,2024-09-30
100 SWEDISH KRONER,42.6100,38.8100,38.6100,N/A,N/A,2024-09-30
100 THAILAND BAHT,13.4900,11.9700,11.5700,13.4000,11.3300,2024-09-30
1 US DOLLAR,4.1725,4.0395,4.0295,4.5800,4.0230,2024-09-30
100 ARAB EMIRATES DIRHAM,114.8000,108.8700,108.6700,114.6500,108.6300,2024-09-30
100 QATAR RIYAL,115.6200,109.7600,109.5600,N/A,N/A,2024-09-30
100 NEW TAIWAN DOLLAR,14.2000,N/A,N/A,14.1600,12.1900,2024-09-30
100 CHINESE RENMINBI,59.8300,57.3200,N/A,N/A,N/A,2024-09-30
