Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8910,2.7750,2.7590,2.9410,2.6930,2024-09-26
1 BRUNEI DOLLAR,3.2650,3.1710,3.1630,3.4440,3.1490,2024-09-26
1 CANADIAN DOLLAR,3.1210,3.0360,3.0240,3.1700,2.9260,2024-09-26
1 EURO,4.6930,4.5420,4.5220,4.7000,4.3900,2024-09-26
1 NEW ZEALAND DOLLAR,2.6460,2.5490,2.5330,2.7770,2.4430,2024-09-26
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-09-26
1 SINGAPORE DOLLAR,3.2650,3.1710,3.1630,3.4440,3.1490,2024-09-26
1 POUND STERLING,5.6150,5.4380,5.4180,5.7070,5.2520,2024-09-26
1 SWISS FRANC,4.9860,4.7740,4.7590,4.9910,4.5660,2024-09-26
100 BANGLADESH TAKA,3.5950,3.3470,3.1470,N/A,N/A,2024-09-26
100 DANISH KRONER,64.5100,59.3600,59.1600,N/A,N/A,2024-09-26
100 HONGKONG DOLLAR,54.6400,51.9200,51.7200,54.7500,50.5600,2024-09-26
100 INDIAN RUPEE,5.1200,4.8000,4.6000,N/A,N/A,2024-09-26
100 INDONESIAN RUPIAH,0.0288,0.0261,0.0211,0.0305,0.0230,2024-09-26
100 JAPANESE YEN,2.9160,2.8220,2.8120,3.1500,2.6700,2024-09-26
100 NORWEGIAN KRONER,40.8900,37.6000,37.4000,44.6100,28.6800,2024-09-26
100 PAKISTAN RUPEE,1.5400,1.4400,1.2400,2.4300,1.3900,2024-09-26
100 PHILIPPINES PESO,7.6200,7.1800,6.9800,7.6300,7.1700,2024-09-26
100 SAUDI ARABIAN RIYAL,113.4200,107.6700,107.4700,113.7900,103.4700,2024-09-26
100 SOUTH AFRICAN RAND,25.2600,22.8100,22.6100,33.2900,22.4700,2024-09-26
100 SRI LANKA RUPEE,1.4400,1.3200,1.1200,1.5200,0.7200,2024-09-26
100 SWEDISH KRONER,42.6600,38.8400,38.6400,N/A,N/A,2024-09-26
100 THAILAND BAHT,13.4400,11.9200,11.5200,13.3500,11.3000,2024-09-26
1 US DOLLAR,4.2130,4.0790,4.0690,4.5800,4.0580,2024-09-26
100 ARAB EMIRATES DIRHAM,115.9300,109.9200,109.7200,115.6100,109.5600,2024-09-26
100 QATAR RIYAL,116.7400,110.8300,110.6300,N/A,N/A,2024-09-26
100 NEW TAIWAN DOLLAR,14.3000,N/A,N/A,14.1600,12.1300,2024-09-26
100 CHINESE RENMINBI,60.2600,57.7000,N/A,N/A,N/A,2024-09-26
