Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9660,2.8480,2.8320,2.9770,2.7650,2024-08-06
1 BRUNEI DOLLAR,3.4190,3.3190,3.3110,3.4440,3.2770,2024-08-06
1 CANADIAN DOLLAR,3.2750,3.1880,3.1760,3.3020,3.0670,2024-08-06
1 EURO,4.9670,4.8080,4.7880,4.9440,4.5620,2024-08-06
1 NEW ZEALAND DOLLAR,2.7070,2.6080,2.5920,2.7770,2.5040,2024-08-06
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-08-06
1 SINGAPORE DOLLAR,3.4190,3.3190,3.3110,3.4440,3.2770,2024-08-06
1 POUND STERLING,5.7980,5.6160,5.5960,5.8300,5.3220,2024-08-06
1 SWISS FRANC,5.3310,5.1070,5.0920,5.3340,4.8770,2024-08-06
100 BANGLADESH TAKA,3.9340,3.6630,3.4630,N/A,N/A,2024-08-06
100 DANISH KRONER,68.2500,62.8100,62.6100,N/A,N/A,2024-08-06
100 HONGKONG DOLLAR,58.7100,55.7900,55.5900,58.8100,50.5600,2024-08-06
100 INDIAN RUPEE,5.4800,5.1500,4.9500,N/A,N/A,2024-08-06
100 INDONESIAN RUPIAH,0.0290,0.0262,0.0212,0.0305,0.0230,2024-08-06
100 JAPANESE YEN,3.1500,3.0300,3.0200,3.2600,2.8400,2024-08-06
100 NORWEGIAN KRONER,42.3100,38.9100,38.7100,44.6100,28.6800,2024-08-06
100 PAKISTAN RUPEE,1.6500,1.5500,1.3500,2.4300,1.4000,2024-08-06
100 PHILIPPINES PESO,7.9300,7.4800,7.2800,7.9400,7.4500,2024-08-06
100 SAUDI ARABIAN RIYAL,121.9700,115.7900,115.5900,120.8600,103.9000,2024-08-06
100 SOUTH AFRICAN RAND,25.3700,22.9100,22.7100,33.2900,22.5700,2024-08-06
100 SRI LANKA RUPEE,1.5400,1.4100,1.2100,1.5200,0.7200,2024-08-06
100 SWEDISH KRONER,44.3400,40.3400,40.1400,N/A,N/A,2024-08-06
100 THAILAND BAHT,13.3500,11.8400,11.4400,13.2300,11.1900,2024-08-06
1 US DOLLAR,4.5280,4.3940,4.3840,4.5790,4.3620,2024-08-06
100 ARAB EMIRATES DIRHAM,124.7200,118.2800,118.0800,124.2600,115.9400,2024-08-06
100 QATAR RIYAL,125.5600,119.2000,119.0000,N/A,N/A,2024-08-06
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7500,2024-08-06
100 CHINESE RENMINBI,63.7500,61.0600,N/A,N/A,N/A,2024-08-06
