Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8590,2.7450,2.7290,2.9410,2.6620,2025-02-25
1 Brunei Dollar,3.3460,3.2500,3.2420,3.4440,3.2260,2025-02-25
1 Canadian Dollar,3.1390,3.0550,3.0430,3.1700,2.9420,2025-02-25
1 Euro,4.6970,4.5460,4.5260,4.7040,4.3920,2025-02-25
1 New Zealand Dollar,2.5770,2.4830,2.4670,2.7770,2.3790,2025-02-25
1 Papua N Guinea Kina,N/A,N/A,0.0160,N/A,N/A,2025-02-25
1 Singapore Dollar,3.3460,3.2500,3.2420,3.4440,3.2260,2025-02-25
1 Sterling Pound,5.6650,5.4880,5.4680,5.7580,5.2970,2025-02-25
1 Swiss Franc,5.0290,4.8160,4.8010,5.0340,4.6040,2025-02-25
100 Bangladesh Taka,3.7660,3.5080,3.3080,N/A,N/A,2025-02-25
100 Danish Krone,64.5500,59.4200,59.2200,N/A,N/A,2025-02-25
100 Hongkong Dollar,58.2600,55.3800,55.1800,58.4000,50.5600,2025-02-25
100 Indian Rupee,5.2500,4.9300,4.7300,N/A,N/A,2025-02-25
100 Indonesian Rupiah,0.0285,0.0258,0.0208,0.0305,0.0230,2025-02-25
100 Japanese Yen,2.9910,2.8960,2.8860,3.1500,2.7300,2025-02-25
100 Norwegian Krone,41.3500,38.0500,37.8500,44.6100,28.6800,2025-02-25
100 Pakistan Rupee,1.6300,1.5300,1.3300,2.4300,1.4000,2025-02-25
100 Philippine Peso,7.8500,7.4000,7.2000,7.8700,7.3900,2025-02-25
100 Saudi Riyal,120.8900,114.7600,114.5600,119.9000,103.9000,2025-02-25
100 South Africa Rand,25.2600,22.8200,22.6200,33.2900,22.4700,2025-02-25
100 Sri Lanka Rupee,1.5600,1.4300,1.2300,1.5200,0.7200,2025-02-25
100 Swedish Krona,43.3500,39.4900,39.2900,N/A,N/A,2025-02-25
100 Thai Baht,13.9600,12.3900,11.9900,13.8900,11.7400,2025-02-25
1 US Dollar,4.4835,4.3505,4.3405,4.5800,4.3250,2025-02-25
100 UAE Dirham,123.4800,117.1300,116.9300,123.1500,115.9400,2025-02-25
100 Qatar Riyal,124.3700,118.0700,117.8700,N/A,N/A,2025-02-25
100 New Taiwan Dollar,N/A,N/A,N/A,14.1600,12.6400,2025-02-25
100 Chinese Renminbi,62.1700,59.5700,N/A,N/A,N/A,2025-02-25
