Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8080,2.6950,2.6790,2.9410,2.6150,2025-01-28
1 Brunei Dollar,3.3010,3.2050,3.1970,3.4440,3.1830,2025-01-28
1 Canadian Dollar,3.0920,3.0110,2.9990,3.1700,2.9000,2025-01-28
1 Euro,4.6630,4.5120,4.4920,4.6700,4.3610,2025-01-28
1 New Zealand Dollar,2.5370,2.4430,2.4270,2.7770,2.3420,2025-01-28
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-01-28
1 Singapore Dollar,3.3010,3.2050,3.1970,3.4440,3.1830,2025-01-28
1 Sterling Pound,5.5610,5.3830,5.3630,5.6520,5.2010,2025-01-28
1 Swiss Franc,4.9650,4.7520,4.7370,4.9700,4.5460,2025-01-28
100 Bangladesh Taka,3.7170,3.4880,3.2880,N/A,N/A,2025-01-28
100 Danish Krone,64.0500,58.9500,58.7500,N/A,N/A,2025-01-28
100 Hongkong Dollar,57.8300,54.9600,54.7600,57.9400,50.5600,2025-01-28
100 Indian Rupee,5.2400,4.9200,4.7200,N/A,N/A,2025-01-28
100 Indonesian Rupiah,0.0285,0.0258,0.0208,0.0305,0.0230,2025-01-28
100 Japanese Yen,2.8790,2.7870,2.7770,3.1500,2.6300,2025-01-28
100 Norwegian Krone,40.5500,37.2800,37.0800,44.6100,28.6800,2025-01-28
100 Pakistan Rupee,1.6300,1.5300,1.3300,2.4300,1.4000,2025-01-28
100 Philippine Peso,7.7500,7.3000,7.1000,7.7600,7.2900,2025-01-28
100 Saudi Riyal,120.1500,114.0600,113.8600,119.1500,103.9000,2025-01-28
100 South Africa Rand,24.5900,22.2100,22.0100,33.2900,21.8900,2025-01-28
100 Sri Lanka Rupee,1.5300,1.4100,1.2100,1.5200,0.7200,2025-01-28
100 Swedish Krona,41.8600,38.1400,37.9400,N/A,N/A,2025-01-28
100 Thai Baht,13.7400,12.1900,11.7900,13.6500,11.5500,2025-01-28
1 US Dollar,4.4575,4.3245,4.3145,4.5800,4.3000,2025-01-28
100 UAE Dirham,122.7500,116.4400,116.2400,122.4000,115.9400,2025-01-28
100 Qatar Riyal,123.6100,117.3500,117.1500,N/A,N/A,2025-01-28
100 New Taiwan Dollar,N/A,N/A,N/A,N/A,N/A,2025-01-28
100 Chinese Renminbi,N/A,N/A,N/A,N/A,N/A,2025-01-28
