Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9960,2.8740,2.8580,3.0020,2.7890,2024-09-02
1 BRUNEI DOLLAR,3.3680,3.2670,3.2590,3.4440,3.2460,2024-09-02
1 CANADIAN DOLLAR,3.2570,3.1680,3.1560,3.2860,3.0530,2024-09-02
1 EURO,4.8670,4.7070,4.6870,4.8750,4.5510,2024-09-02
1 NEW ZEALAND DOLLAR,2.7590,2.6560,2.6400,2.7770,2.5460,2024-09-02
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-09-02
1 SINGAPORE DOLLAR,3.3680,3.2670,3.2590,3.4440,3.2460,2024-09-02
1 POUND STERLING,5.7840,5.5980,5.5780,5.8780,5.4080,2024-09-02
1 SWISS FRANC,5.2090,4.9860,4.9710,5.2140,4.7700,2024-09-02
100 BANGLADESH TAKA,3.7570,3.4960,3.2960,N/A,N/A,2024-09-02
100 DANISH KRONER,66.8900,61.5200,61.3200,N/A,N/A,2024-09-02
100 HONGKONG DOLLAR,57.0000,54.1300,53.9300,57.1100,50.5600,2024-09-02
100 INDIAN RUPEE,5.3300,5.0000,4.8000,N/A,N/A,2024-09-02
100 INDONESIAN RUPIAH,0.0294,0.0266,0.0216,0.0305,0.0240,2024-09-02
100 JAPANESE YEN,3.0120,2.9130,2.9030,3.1500,2.7500,2024-09-02
100 NORWEGIAN KRONER,42.5700,39.1300,38.9300,44.6100,28.6800,2024-09-02
100 PAKISTAN RUPEE,1.6000,1.5000,1.3000,2.4300,1.4000,2024-09-02
100 PHILIPPINES PESO,7.9500,7.4900,7.2900,7.9600,7.4700,2024-09-02
100 SAUDI ARABIAN RIYAL,118.4700,112.4600,112.2600,117.5400,103.9000,2024-09-02
100 SOUTH AFRICAN RAND,25.5500,23.0600,22.8600,33.2900,22.7200,2024-09-02
100 SRI LANKA RUPEE,1.5100,1.3900,1.1900,1.5200,0.7200,2024-09-02
100 SWEDISH KRONER,44.2000,40.2200,40.0200,N/A,N/A,2024-09-02
100 THAILAND BAHT,13.4900,11.9500,11.5500,13.4000,11.3300,2024-09-02
1 US DOLLAR,4.4000,4.2630,4.2530,4.5800,4.2410,2024-09-02
100 ARAB EMIRATES DIRHAM,121.1400,114.8000,114.6000,120.8000,114.4500,2024-09-02
100 QATAR RIYAL,121.9500,115.7700,115.5700,N/A,N/A,2024-09-02
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.6700,2024-09-02
100 CHINESE RENMINBI,62.4500,59.7700,N/A,N/A,N/A,2024-09-02
