Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8600,2.7430,2.7270,2.9410,2.6620,2025-01-09
1 BRUNEI DOLLAR,3.3460,3.2470,3.2390,3.4440,3.2260,2025-01-09
1 CANADIAN DOLLAR,3.1830,3.0950,3.0830,3.2110,2.9830,2025-01-09
1 EURO,4.7290,4.5740,4.5540,4.7360,4.4220,2025-01-09
1 NEW ZEALAND DOLLAR,2.5760,2.4800,2.4640,2.7770,2.3770,2025-01-09
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2025-01-09
1 SINGAPORE DOLLAR,3.3460,3.2470,3.2390,3.4440,3.2260,2025-01-09
1 POUND STERLING,5.6570,5.4770,5.4570,5.7610,5.3000,2025-01-09
1 SWISS FRANC,5.0520,4.8390,4.8240,5.0680,4.6350,2025-01-09
100 BANGLADESH TAKA,3.8490,3.5830,3.3830,N/A,N/A,2025-01-09
100 DANISH KRONER,64.9700,59.7600,59.5600,N/A,N/A,2025-01-09
100 HONGKONG DOLLAR,59.5200,56.5300,56.3300,59.6400,50.5600,2025-01-09
100 INDIAN RUPEE,5.4200,5.0900,4.8900,N/A,N/A,2025-01-09
100 INDONESIAN RUPIAH,0.0293,0.0265,0.0215,0.0305,0.0240,2025-01-09
100 JAPANESE YEN,2.9000,2.8050,2.7950,3.1500,2.6500,2025-01-09
100 NORWEGIAN KRONER,41.1800,37.8500,37.6500,44.6100,28.6800,2025-01-09
100 PAKISTAN RUPEE,1.6700,1.5600,1.3600,2.4300,1.4000,2025-01-09
100 PHILIPPINES PESO,7.9400,7.4800,7.2800,7.9500,7.4600,2025-01-09
100 SAUDI ARABIAN RIYAL,123.3600,117.1100,116.9100,122.3900,103.9000,2025-01-09
100 SOUTH AFRICAN RAND,25.0500,22.6300,22.4300,33.2900,22.3100,2025-01-09
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5500,0.7200,2025-01-09
100 SWEDISH KRONER,42.3600,38.5300,38.3300,N/A,N/A,2025-01-09
100 THAILAND BAHT,13.8100,12.2400,11.8400,13.7200,11.6100,2025-01-09
1 US DOLLAR,4.5695,4.4355,4.4255,4.6280,4.4200,2025-01-09
100 ARAB EMIRATES DIRHAM,126.2000,119.6100,119.4100,125.8400,115.9400,2025-01-09
100 QATAR RIYAL,127.0300,120.6000,120.4000,N/A,N/A,2025-01-09
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7800,2025-01-09
100 CHINESE RENMINBI,62.9100,60.2300,N/A,N/A,N/A,2025-01-09
