Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9610,2.8400,2.8240,2.9670,2.7570,2024-11-11
1 BRUNEI DOLLAR,3.3620,3.2630,3.2550,3.4440,3.2410,2024-11-11
1 CANADIAN DOLLAR,3.2060,3.1200,3.1080,3.2350,3.0060,2024-11-11
1 EURO,4.7910,4.6350,4.6150,4.7980,4.4800,2024-11-11
1 NEW ZEALAND DOLLAR,2.6750,2.5760,2.5600,2.7770,2.4690,2024-11-11
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-11
1 SINGAPORE DOLLAR,3.3620,3.2630,3.2550,3.4440,3.2410,2024-11-11
1 POUND STERLING,5.7760,5.5900,5.5700,5.8710,5.4010,2024-11-11
1 SWISS FRANC,5.1300,4.9110,4.8960,5.1350,4.6980,2024-11-11
100 BANGLADESH TAKA,3.8140,3.5490,3.3490,N/A,N/A,2024-11-11
100 DANISH KRONER,65.8600,60.5800,60.3800,N/A,N/A,2024-11-11
100 HONGKONG DOLLAR,58.0300,55.1100,54.9100,58.1400,50.5600,2024-11-11
100 INDIAN RUPEE,5.3800,5.0500,4.8500,N/A,N/A,2024-11-11
100 INDONESIAN RUPIAH,0.0295,0.0267,0.0217,0.0305,0.0240,2024-11-11
100 JAPANESE YEN,2.9220,2.8280,2.8180,3.1500,2.6700,2024-11-11
100 NORWEGIAN KRONER,41.7600,38.2200,38.0200,44.6100,28.6800,2024-11-11
100 PAKISTAN RUPEE,1.6300,1.5300,1.3300,2.4300,1.4000,2024-11-11
100 PHILIPPINES PESO,7.7500,7.3000,7.1000,7.7600,7.2800,2024-11-11
100 SAUDI ARABIAN RIYAL,120.1600,114.0700,113.8700,119.2000,103.9000,2024-11-11
100 SOUTH AFRICAN RAND,26.2800,23.7200,23.5200,33.2900,23.1000,2024-11-11
100 SRI LANKA RUPEE,1.5700,1.4400,1.2400,1.5300,0.7200,2024-11-11
100 SWEDISH KRONER,42.5700,38.7400,38.5400,N/A,N/A,2024-11-11
100 THAILAND BAHT,13.6000,12.0500,11.6500,13.5100,11.4300,2024-11-11
1 US DOLLAR,4.4650,4.3290,4.3190,4.5800,4.3060,2024-11-11
100 ARAB EMIRATES DIRHAM,122.9600,116.5600,116.3600,122.6100,115.9400,2024-11-11
100 QATAR RIYAL,123.7900,117.5200,117.3200,N/A,N/A,2024-11-11
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7700,2024-11-11
100 CHINESE RENMINBI,62.6100,59.9400,N/A,N/A,N/A,2024-11-11
