Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,3.0140,2.8910,2.8750,3.0210,2.8060,2024-08-16
1 BRUNEI DOLLAR,3.4130,3.3120,3.3040,3.4440,3.3030,2024-08-16
1 CANADIAN DOLLAR,3.2960,3.2050,3.1930,3.3260,3.0890,2024-08-16
1 EURO,4.9570,4.7970,4.7770,4.9880,4.6560,2024-08-16
1 NEW ZEALAND DOLLAR,2.7220,2.6200,2.6040,2.7770,2.5120,2024-08-16
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-08-16
1 SINGAPORE DOLLAR,3.4130,3.3120,3.3040,3.4440,3.3030,2024-08-16
1 POUND STERLING,5.8110,5.6280,5.6080,5.9330,5.4560,2024-08-16
1 SWISS FRANC,5.2020,4.9820,4.9670,5.2350,4.7880,2024-08-16
100 BANGLADESH TAKA,3.9380,3.6620,3.4620,N/A,N/A,2024-08-16
100 DANISH KRONER,68.4300,62.9100,62.7100,N/A,N/A,2024-08-16
100 HONGKONG DOLLAR,58.7500,55.7600,55.5600,58.8600,50.5600,2024-08-16
100 INDIAN RUPEE,5.4900,5.1500,4.9500,N/A,N/A,2024-08-16
100 INDONESIAN RUPIAH,0.0296,0.0268,0.0218,0.0305,0.0240,2024-08-16
100 JAPANESE YEN,3.0340,2.9370,2.9270,3.1500,2.7800,2024-08-16
100 NORWEGIAN KRONER,43.3000,39.8000,39.6000,44.6100,28.6800,2024-08-16
100 PAKISTAN RUPEE,1.6400,1.5400,1.3400,2.4300,1.4000,2024-08-16
100 PHILIPPINES PESO,8.0400,7.5700,7.3700,8.0500,7.5600,2024-08-16
100 SAUDI ARABIAN RIYAL,122.0500,115.8600,115.6600,121.1100,103.9000,2024-08-16
100 SOUTH AFRICAN RAND,25.9500,23.4300,23.2300,33.2900,23.1000,2024-08-16
100 SRI LANKA RUPEE,1.5500,1.4200,1.2200,1.5200,0.7200,2024-08-16
100 SWEDISH KRONER,44.3500,40.3400,40.1400,N/A,N/A,2024-08-16
100 THAILAND BAHT,13.5000,11.9600,11.5600,13.4100,11.3400,2024-08-16
1 US DOLLAR,4.5030,4.3680,4.3580,4.5800,4.3710,2024-08-16
100 ARAB EMIRATES DIRHAM,124.8400,118.2500,118.0500,124.4900,115.9400,2024-08-16
100 QATAR RIYAL,125.6000,119.2400,119.0400,N/A,N/A,2024-08-16
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-08-16
100 CHINESE RENMINBI,63.6000,60.8400,N/A,N/A,N/A,2024-08-16
