Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9300,2.8120,2.7960,2.9410,2.7320,2024-11-06
1 BRUNEI DOLLAR,3.3470,3.2490,3.2410,3.4440,3.2270,2024-11-06
1 CANADIAN DOLLAR,3.1880,3.1010,3.0890,3.2080,2.9810,2024-11-06
1 EURO,4.7950,4.6390,4.6190,4.8150,4.4960,2024-11-06
1 NEW ZEALAND DOLLAR,2.6530,2.5530,2.5370,2.7770,2.4490,2024-11-06
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-06
1 SINGAPORE DOLLAR,3.3470,3.2490,3.2410,3.4440,3.2270,2024-11-06
1 POUND STERLING,5.7520,5.5680,5.5480,5.8390,5.3720,2024-11-06
1 SWISS FRANC,5.1270,4.9060,4.8910,5.1370,4.6990,2024-11-06
100 BANGLADESH TAKA,3.7910,3.5280,3.3280,N/A,N/A,2024-11-06
100 DANISH KRONER,65.9200,60.6300,60.4300,N/A,N/A,2024-11-06
100 HONGKONG DOLLAR,57.6800,54.7800,54.5800,57.5400,50.5600,2024-11-06
100 INDIAN RUPEE,5.3600,5.0300,4.8300,N/A,N/A,2024-11-06
100 INDONESIAN RUPIAH,0.0291,0.0263,0.0213,0.0305,0.0240,2024-11-06
100 JAPANESE YEN,2.8960,2.8020,2.7920,3.1500,2.6500,2024-11-06
100 NORWEGIAN KRONER,41.1700,37.8400,37.6400,44.6100,28.6800,2024-11-06
100 PAKISTAN RUPEE,1.6300,1.5200,1.3200,2.4300,1.4000,2024-11-06
100 PHILIPPINES PESO,7.6700,7.2300,7.0300,7.6700,7.2000,2024-11-06
100 SAUDI ARABIAN RIYAL,119.4200,113.3700,113.1700,117.9200,103.9000,2024-11-06
100 SOUTH AFRICAN RAND,26.0600,23.5300,23.3300,33.2900,23.1000,2024-11-06
100 SRI LANKA RUPEE,1.5500,1.4300,1.2300,1.5200,0.7200,2024-11-06
100 SWEDISH KRONER,42.3800,38.5900,38.3900,N/A,N/A,2024-11-06
100 THAILAND BAHT,13.6800,12.1300,11.7300,13.6100,11.5100,2024-11-06
1 US DOLLAR,4.4390,4.3030,4.2930,4.5800,4.2600,2024-11-06
100 ARAB EMIRATES DIRHAM,122.2400,115.8600,115.6600,121.3200,114.9500,2024-11-06
100 QATAR RIYAL,123.0600,116.8200,116.6200,N/A,N/A,2024-11-06
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.7600,2024-11-06
100 CHINESE RENMINBI,62.5700,59.9000,N/A,N/A,N/A,2024-11-06
