Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9340,2.8170,2.8010,2.9410,2.7250,2024-10-30
1 BRUNEI DOLLAR,3.3580,3.2600,3.2520,3.4440,3.2300,2024-10-30
1 CANADIAN DOLLAR,3.1930,3.1080,3.0960,3.2130,2.9860,2024-10-30
1 EURO,4.8200,4.6650,4.6450,4.8160,4.4960,2024-10-30
1 NEW ZEALAND DOLLAR,2.6660,2.5690,2.5530,2.7770,2.4530,2024-10-30
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-10-30
1 SINGAPORE DOLLAR,3.3580,3.2600,3.2520,3.4440,3.2300,2024-10-30
1 POUND STERLING,5.7960,5.6140,5.5940,5.8770,5.4060,2024-10-30
1 SWISS FRANC,5.1630,4.9450,4.9300,5.1580,4.7170,2024-10-30
100 BANGLADESH TAKA,3.8010,3.5390,3.3390,N/A,N/A,2024-10-30
100 DANISH KRONER,66.2300,60.9500,60.7500,N/A,N/A,2024-10-30
100 HONGKONG DOLLAR,57.8700,54.9900,54.7900,57.8000,50.5600,2024-10-30
100 INDIAN RUPEE,5.3800,5.0500,4.8500,N/A,N/A,2024-10-30
100 INDONESIAN RUPIAH,0.0293,0.0265,0.0215,0.0305,0.0240,2024-10-30
100 JAPANESE YEN,2.9050,2.8120,2.8020,3.1500,2.6500,2024-10-30
100 NORWEGIAN KRONER,41.6800,38.3500,38.1500,44.6100,28.6800,2024-10-30
100 PAKISTAN RUPEE,1.6300,1.5300,1.3300,2.4300,1.4000,2024-10-30
100 PHILIPPINES PESO,7.7500,7.3000,7.1000,7.7300,7.2600,2024-10-30
100 SAUDI ARABIAN RIYAL,119.8000,113.7300,113.5300,118.5100,103.9000,2024-10-30
100 SOUTH AFRICAN RAND,26.1100,23.5800,23.3800,33.2900,23.1000,2024-10-30
100 SRI LANKA RUPEE,1.5600,1.4300,1.2300,1.5200,0.7200,2024-10-30
100 SWEDISH KRONER,43.1600,39.3100,39.1100,N/A,N/A,2024-10-30
100 THAILAND BAHT,13.7800,12.2200,11.8200,13.6800,11.5800,2024-10-30
1 US DOLLAR,4.4505,4.3165,4.3065,4.5800,4.2780,2024-10-30
100 ARAB EMIRATES DIRHAM,122.5600,116.2200,116.0200,121.8400,115.4500,2024-10-30
100 QATAR RIYAL,123.4000,117.1400,116.9400,N/A,N/A,2024-10-30
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7400,2024-10-30
100 CHINESE RENMINBI,62.7900,60.1400,N/A,N/A,N/A,2024-10-30
