Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8440,2.7290,2.7130,2.9410,2.6480,2025-01-23
1 Brunei Dollar,3.3240,3.2280,3.2200,3.4440,3.2060,2025-01-23
1 Canadian Dollar,3.1280,3.0450,3.0330,3.1700,2.9340,2025-01-23
1 Euro,4.6970,4.5470,4.5270,4.7040,4.3940,2025-01-23
1 New Zealand Dollar,2.5630,2.4690,2.4530,2.7770,2.3660,2025-01-23
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-01-23
1 Singapore Dollar,3.3240,3.2280,3.2200,3.4440,3.2060,2025-01-23
1 Sterling Pound,5.5580,5.3820,5.3620,5.6490,5.1980,2025-01-23
1 Swiss Franc,5.0080,4.7960,4.7810,5.0130,4.5870,2025-01-23
100 Bangladesh Taka,3.7580,3.5270,3.3270,N/A,N/A,2025-01-23
100 Danish Krone,64.5400,59.4000,59.2000,N/A,N/A,2025-01-23
100 Hongkong Dollar,58.4900,55.5900,55.3900,58.6000,50.5600,2025-01-23
100 Indian Rupee,5.3000,4.9800,4.7800,N/A,N/A,2025-01-23
100 Indonesian Rupiah,0.0286,0.0259,0.0209,0.0305,0.0230,2025-01-23
100 Japanese Yen,2.8870,2.7940,2.7840,3.1500,2.6400,2025-01-23
100 Norwegian Krone,41.0100,37.7200,37.5200,44.6100,28.6800,2025-01-23
100 Pakistan Rupee,1.6500,1.5400,1.3400,2.4300,1.4000,2025-01-23
100 Philippine Peso,7.8100,7.3600,7.1600,7.8200,7.3400,2025-01-23
100 Saudi Riyal,121.4800,115.3300,115.1300,120.4700,103.9000,2025-01-23
100 South Africa Rand,25.2400,22.8000,22.6000,33.2900,22.4700,2025-01-23
100 Sri Lanka Rupee,1.5500,1.4300,1.2300,1.5200,0.7200,2025-01-23
100 Swedish Krona,42.2300,38.4700,38.2700,N/A,N/A,2025-01-23
100 Thai Baht,13.9000,12.3300,11.9300,13.8100,11.6800,2025-01-23
1 US Dollar,4.5065,4.3735,4.3635,4.5800,4.3490,2025-01-23
100 UAE Dirham,124.1300,117.7300,117.5300,123.7800,115.9400,2025-01-23
100 Qatar Riyal,124.9900,118.6500,118.4500,N/A,N/A,2025-01-23
100 New Taiwan Dollar,14.8000,N/A,N/A,14.1600,12.7200,2025-01-23
100 Chinese Renminbi,62.3800,59.7600,N/A,N/A,N/A,2025-01-23
