Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8480,2.7350,2.7190,2.9410,2.6530,2025-03-26
1 Brunei Dollar,3.3640,3.2670,3.2590,3.4440,3.2440,2025-03-26
1 Canadian Dollar,3.1460,3.0630,3.0510,3.1740,2.9500,2025-03-26
1 Euro,4.8590,4.7030,4.6830,4.8660,4.5450,2025-03-26
1 New Zealand Dollar,2.5860,2.4920,2.4760,2.7770,2.3880,2025-03-26
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-03-26
1 Singapore Dollar,3.3640,3.2670,3.2590,3.4440,3.2440,2025-03-26
1 Sterling Pound,5.8270,5.6440,5.6240,5.9230,5.4510,2025-03-26
1 Swiss Franc,5.1280,4.9130,4.8980,5.1330,4.6980,2025-03-26
100 Bangladesh Taka,3.7790,3.5200,3.3200,N/A,N/A,2025-03-26
100 Danish Krone,66.7600,61.4500,61.2500,N/A,N/A,2025-03-26
100 Hongkong Dollar,58.4700,55.5800,55.3800,58.5800,50.5600,2025-03-26
100 Indian Rupee,5.3400,5.0200,4.8200,N/A,N/A,2025-03-26
100 Indonesian Rupiah,0.0280,0.0254,0.0204,0.0305,0.0230,2025-03-26
100 Japanese Yen,3.0010,2.9060,2.8960,3.1500,2.7400,2025-03-26
100 Norwegian Krone,43.8900,40.3800,40.1800,44.6100,28.6800,2025-03-26
100 Pakistan Rupee,1.6300,1.5300,1.3300,2.4300,1.4000,2025-03-26
100 Philippine Peso,7.9200,7.4600,7.2600,7.9300,7.4500,2025-03-26
100 Saudi Riyal,121.2500,115.1000,114.9000,120.2300,103.9000,2025-03-26
100 South Africa Rand,25.5200,23.0400,22.8400,33.2900,22.7100,2025-03-26
100 Sri Lanka Rupee,1.5600,1.4300,1.2300,1.5200,0.7200,2025-03-26
100 Swedish Krona,46.2100,42.1000,41.9000,N/A,N/A,2025-03-26
100 Thai Baht,13.8900,12.3200,11.9200,13.7900,11.6700,2025-03-26
1 US Dollar,4.4985,4.3655,4.3555,4.5800,4.3410,2025-03-26
100 UAE Dirham,123.8900,117.5200,117.3200,123.5500,115.9400,2025-03-26
100 Qatar Riyal,124.7900,118.4600,118.2600,N/A,N/A,2025-03-26
100 New Taiwan Dollar,14.6000,N/A,N/A,14.1600,12.5500,2025-03-26
100 Chinese Renminbi,62.4000,59.7800,N/A,N/A,N/A,2025-03-26
