Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9930,2.8740,2.8580,3.0030,2.7900,2024-08-14
1 BRUNEI DOLLAR,3.4090,3.3090,3.3010,3.4440,3.2850,2024-08-14
1 CANADIAN DOLLAR,3.2700,3.1830,3.1710,3.3000,3.0670,2024-08-14
1 EURO,4.9430,4.7840,4.7640,4.9500,4.6240,2024-08-14
1 NEW ZEALAND DOLLAR,2.7210,2.6220,2.6060,2.7770,2.5310,2024-08-14
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-08-14
1 SINGAPORE DOLLAR,3.4090,3.3090,3.3010,3.4440,3.2850,2024-08-14
1 POUND STERLING,5.7820,5.6010,5.5810,5.8780,5.4100,2024-08-14
1 SWISS FRANC,5.2300,5.0090,4.9940,5.2300,4.7860,2024-08-14
100 BANGLADESH TAKA,3.9020,3.6330,3.4330,N/A,N/A,2024-08-14
100 DANISH KRONER,67.9000,62.4900,62.2900,N/A,N/A,2024-08-14
100 HONGKONG DOLLAR,58.2800,55.3800,55.1800,58.3700,50.5600,2024-08-14
100 INDIAN RUPEE,5.4400,5.1100,4.9100,N/A,N/A,2024-08-14
100 INDONESIAN RUPIAH,0.0296,0.0268,0.0218,0.0305,0.0240,2024-08-14
100 JAPANESE YEN,3.0730,2.9750,2.9650,3.1500,2.8000,2024-08-14
100 NORWEGIAN KRONER,42.9000,39.4600,39.2600,44.6100,28.6800,2024-08-14
100 PAKISTAN RUPEE,1.6400,1.5400,1.3400,2.4300,1.4000,2024-08-14
100 PHILIPPINES PESO,8.0200,7.5500,7.3500,8.0000,7.5100,2024-08-14
100 SAUDI ARABIAN RIYAL,120.9400,114.8100,114.6100,119.9200,103.9000,2024-08-14
100 SOUTH AFRICAN RAND,25.6800,23.1900,22.9900,33.2900,22.8700,2024-08-14
100 SRI LANKA RUPEE,1.5400,1.4200,1.2200,1.5200,0.7200,2024-08-14
100 SWEDISH KRONER,44.2000,40.2500,40.0500,N/A,N/A,2024-08-14
100 THAILAND BAHT,13.4100,11.9000,11.5000,13.3200,11.2700,2024-08-14
1 US DOLLAR,4.4910,4.3570,4.3470,4.5800,4.3320,2024-08-14
100 ARAB EMIRATES DIRHAM,123.6900,117.2900,117.0900,123.3200,115.9400,2024-08-14
100 QATAR RIYAL,124.5200,118.2100,118.0100,N/A,N/A,2024-08-14
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-08-14
100 CHINESE RENMINBI,63.2600,60.6000,N/A,N/A,N/A,2024-08-14
