Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9460,2.8270,2.8110,2.9530,2.7440,2024-10-18
1 BRUNEI DOLLAR,3.3280,3.2310,3.2230,3.4440,3.2090,2024-10-18
1 CANADIAN DOLLAR,3.1670,3.0810,3.0690,3.1960,2.9690,2024-10-18
1 EURO,4.7440,4.5890,4.5690,4.7520,4.4370,2024-10-18
1 NEW ZEALAND DOLLAR,2.6610,2.5630,2.5470,2.7770,2.4560,2024-10-18
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-10-18
1 SINGAPORE DOLLAR,3.3280,3.2310,3.2230,3.4440,3.2090,2024-10-18
1 POUND STERLING,5.7010,5.5200,5.5000,5.7950,5.3320,2024-10-18
1 SWISS FRANC,5.0860,4.8690,4.8540,5.0920,4.6580,2024-10-18
100 BANGLADESH TAKA,3.7380,3.4790,3.2790,N/A,N/A,2024-10-18
100 DANISH KRONER,65.2100,59.9800,59.7800,N/A,N/A,2024-10-18
100 HONGKONG DOLLAR,56.8900,54.0400,53.8400,57.0100,50.5600,2024-10-18
100 INDIAN RUPEE,5.2900,4.9700,4.7700,N/A,N/A,2024-10-18
100 INDONESIAN RUPIAH,0.0292,0.0264,0.0214,0.0305,0.0240,2024-10-18
100 JAPANESE YEN,2.9220,2.8270,2.8170,3.1500,2.6700,2024-10-18
100 NORWEGIAN KRONER,41.1300,37.8100,37.6100,44.6100,28.6800,2024-10-18
100 PAKISTAN RUPEE,1.6000,1.5000,1.3000,2.4300,1.4000,2024-10-18
100 PHILIPPINES PESO,7.6900,7.2500,7.0500,7.7000,7.2300,2024-10-18
100 SAUDI ARABIAN RIYAL,117.7800,111.8100,111.6100,116.8500,103.9000,2024-10-18
100 SOUTH AFRICAN RAND,25.6500,23.1600,22.9600,33.2900,22.8200,2024-10-18
100 SRI LANKA RUPEE,1.5300,1.4100,1.2100,1.5200,0.7200,2024-10-18
100 SWEDISH KRONER,42.7900,38.9500,38.7500,N/A,N/A,2024-10-18
100 THAILAND BAHT,13.7700,12.2200,11.8200,13.6800,11.5800,2024-10-18
1 US DOLLAR,4.3780,4.2420,4.2320,4.5800,4.2200,2024-10-18
100 ARAB EMIRATES DIRHAM,120.5400,114.2400,114.0400,120.2000,113.8800,2024-10-18
100 QATAR RIYAL,121.3300,115.1800,114.9800,N/A,N/A,2024-10-18
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.5600,2024-10-18
100 CHINESE RENMINBI,61.8400,59.2100,N/A,N/A,N/A,2024-10-18
