Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9340,2.8170,2.8010,2.9410,2.7330,2024-08-05
1 BRUNEI DOLLAR,3.3900,3.2920,3.2840,3.4440,3.2690,2024-08-05
1 CANADIAN DOLLAR,3.2350,3.1480,3.1360,3.2640,3.0340,2024-08-05
1 EURO,4.9170,4.7580,4.7380,4.9000,4.5620,2024-08-05
1 NEW ZEALAND DOLLAR,2.6860,2.5880,2.5720,2.7770,2.4800,2024-08-05
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-08-05
1 SINGAPORE DOLLAR,3.3900,3.2920,3.2840,3.4440,3.2690,2024-08-05
1 POUND STERLING,5.7680,5.5850,5.5650,5.7960,5.3220,2024-08-05
1 SWISS FRANC,5.3080,5.0840,5.0690,5.3020,4.8510,2024-08-05
100 BANGLADESH TAKA,3.9070,3.6370,3.4370,N/A,N/A,2024-08-05
100 DANISH KRONER,67.5500,62.1400,61.9400,N/A,N/A,2024-08-05
100 HONGKONG DOLLAR,58.4100,55.4900,55.2900,58.5300,50.5600,2024-08-05
100 INDIAN RUPEE,5.4600,5.1200,4.9200,N/A,N/A,2024-08-05
100 INDONESIAN RUPIAH,0.0287,0.0260,0.0210,0.0305,0.0230,2024-08-05
100 JAPANESE YEN,3.1090,3.0100,3.0000,3.2600,2.8300,2024-08-05
100 NORWEGIAN KRONER,42.1800,38.7500,38.5500,44.6100,28.6800,2024-08-05
100 PAKISTAN RUPEE,1.6500,1.5400,1.3400,2.4300,1.4000,2024-08-05
100 PHILIPPINES PESO,7.8700,7.4200,7.2200,7.8800,7.4000,2024-08-05
100 SAUDI ARABIAN RIYAL,121.1400,115.0000,114.8000,120.1600,103.9000,2024-08-05
100 SOUTH AFRICAN RAND,25.4700,23.0000,22.8000,33.2900,22.6200,2024-08-05
100 SRI LANKA RUPEE,1.5300,1.4100,1.2100,1.5200,0.7200,2024-08-05
100 SWEDISH KRONER,43.8200,39.8900,39.6900,N/A,N/A,2024-08-05
100 THAILAND BAHT,13.2900,11.7900,11.3900,13.2000,11.1700,2024-08-05
1 US DOLLAR,4.4970,4.3620,4.3520,4.5790,4.3380,2024-08-05
100 ARAB EMIRATES DIRHAM,123.8500,117.4300,117.2300,123.5000,115.9400,2024-08-05
100 QATAR RIYAL,124.6900,118.3700,118.1700,N/A,N/A,2024-08-05
100 NEW TAIWAN DOLLAR,14.8000,N/A,N/A,14.1600,12.6800,2024-08-05
100 CHINESE RENMINBI,63.2200,60.5500,N/A,N/A,N/A,2024-08-05
