Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8640,2.7470,2.7310,2.9410,2.6660,2025-01-08
1 BRUNEI DOLLAR,3.3470,3.2480,3.2400,3.4440,3.2260,2025-01-08
1 CANADIAN DOLLAR,3.1780,3.0910,3.0790,3.2060,2.9790,2025-01-08
1 EURO,4.7330,4.5780,4.5580,4.7400,4.4260,2025-01-08
1 NEW ZEALAND DOLLAR,2.5860,2.4880,2.4720,2.7770,2.3860,2025-01-08
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2025-01-08
1 SINGAPORE DOLLAR,3.3470,3.2480,3.2400,3.4440,3.2260,2025-01-08
1 POUND STERLING,5.7090,5.5260,5.5060,5.8030,5.3390,2025-01-08
1 SWISS FRANC,5.0600,4.8430,4.8280,5.0650,4.6330,2025-01-08
100 BANGLADESH TAKA,3.8220,3.5720,3.3720,N/A,N/A,2025-01-08
100 DANISH KRONER,65.0300,59.8200,59.6200,N/A,N/A,2025-01-08
100 HONGKONG DOLLAR,59.3700,56.4000,56.2000,59.4900,50.5600,2025-01-08
100 INDIAN RUPEE,5.4100,5.0800,4.8800,N/A,N/A,2025-01-08
100 INDONESIAN RUPIAH,0.0293,0.0265,0.0215,0.0305,0.0240,2025-01-08
100 JAPANESE YEN,2.8960,2.8020,2.7920,3.1500,2.6500,2025-01-08
100 NORWEGIAN KRONER,41.4100,38.0600,37.8600,44.6100,28.6800,2025-01-08
100 PAKISTAN RUPEE,1.6700,1.5600,1.3600,2.4300,1.4000,2025-01-08
100 PHILIPPINES PESO,7.9600,7.5000,7.3000,7.9700,7.4900,2025-01-08
100 SAUDI ARABIAN RIYAL,122.9800,116.7400,116.5400,121.9900,103.9000,2025-01-08
100 SOUTH AFRICAN RAND,25.3300,22.8700,22.6700,33.2900,22.5300,2025-01-08
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5500,0.7200,2025-01-08
100 SWEDISH KRONER,42.4200,38.6200,38.4200,N/A,N/A,2025-01-08
100 THAILAND BAHT,13.8000,12.2300,11.8300,13.7100,11.5900,2025-01-08
1 US DOLLAR,4.5670,4.4310,4.4210,4.6130,4.4070,2025-01-08
100 ARAB EMIRATES DIRHAM,125.8100,119.2600,119.0600,125.4500,115.9400,2025-01-08
100 QATAR RIYAL,126.6500,120.2400,120.0400,N/A,N/A,2025-01-08
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2025-01-08
100 CHINESE RENMINBI,62.7600,60.1000,N/A,N/A,N/A,2025-01-08
