Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9540,2.8370,2.8210,2.9660,2.7540,2024-10-23
1 BRUNEI DOLLAR,3.3430,3.2470,3.2390,3.4440,3.2200,2024-10-23
1 CANADIAN DOLLAR,3.1840,3.0990,3.0870,3.2090,2.9800,2024-10-23
1 EURO,4.7650,4.6110,4.5910,4.7650,4.4470,2024-10-23
1 NEW ZEALAND DOLLAR,2.6680,2.5710,2.5550,2.7770,2.4630,2024-10-23
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-10-23
1 SINGAPORE DOLLAR,3.3430,3.2470,3.2390,3.4440,3.2200,2024-10-23
1 POUND STERLING,5.7260,5.5460,5.5260,5.8130,5.3460,2024-10-23
1 SWISS FRANC,5.1210,4.9050,4.8900,5.1210,4.6820,2024-10-23
100 BANGLADESH TAKA,3.7660,3.5060,3.3060,N/A,N/A,2024-10-23
100 DANISH KRONER,65.5000,60.2800,60.0800,N/A,N/A,2024-10-23
100 HONGKONG DOLLAR,57.3100,54.4600,54.2600,57.3400,50.5600,2024-10-23
100 INDIAN RUPEE,5.3300,5.0000,4.8000,N/A,N/A,2024-10-23
100 INDONESIAN RUPIAH,0.0293,0.0265,0.0215,0.0305,0.0240,2024-10-23
100 JAPANESE YEN,2.9130,2.8200,2.8100,3.1500,2.6600,2024-10-23
100 NORWEGIAN KRONER,41.4000,38.0800,37.8800,44.6100,28.6800,2024-10-23
100 PAKISTAN RUPEE,1.6100,1.5100,1.3100,2.4300,1.4000,2024-10-23
100 PHILIPPINES PESO,7.7400,7.2900,7.0900,7.7300,7.2600,2024-10-23
100 SAUDI ARABIAN RIYAL,118.6700,112.6600,112.4600,117.5200,103.9000,2024-10-23
100 SOUTH AFRICAN RAND,26.0400,23.5200,23.3200,33.2900,23.1000,2024-10-23
100 SRI LANKA RUPEE,1.5400,1.4200,1.2200,1.5200,0.7200,2024-10-23
100 SWEDISH KRONER,43.1000,39.2400,39.0400,N/A,N/A,2024-10-23
100 THAILAND BAHT,13.6900,12.1500,11.7500,13.6100,11.5100,2024-10-23
1 US DOLLAR,4.4095,4.2755,4.2655,4.5800,4.2420,2024-10-23
100 ARAB EMIRATES DIRHAM,121.4200,115.1300,114.9300,120.8800,114.4800,2024-10-23
100 QATAR RIYAL,122.2400,116.0500,115.8500,N/A,N/A,2024-10-23
100 NEW TAIWAN DOLLAR,14.8000,N/A,N/A,14.1600,12.6500,2024-10-23
100 CHINESE RENMINBI,62.3000,59.6700,N/A,N/A,N/A,2024-10-23
