Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9660,2.8460,2.8300,2.9730,2.7620,2024-11-19
1 BRUNEI DOLLAR,3.3870,3.2870,3.2790,3.4440,3.2650,2024-11-19
1 CANADIAN DOLLAR,3.2310,3.1430,3.1310,3.2600,3.0290,2024-11-19
1 EURO,4.8120,4.6540,4.6340,4.8190,4.5000,2024-11-19
1 NEW ZEALAND DOLLAR,2.6790,2.5800,2.5640,2.7770,2.4730,2024-11-19
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-19
1 SINGAPORE DOLLAR,3.3870,3.2870,3.2790,3.4440,3.2650,2024-11-19
1 POUND STERLING,5.7580,5.5740,5.5540,5.8520,5.3850,2024-11-19
1 SWISS FRANC,5.1700,4.9500,4.9350,5.1760,4.7350,2024-11-19
100 BANGLADESH TAKA,3.8750,3.6070,3.4070,N/A,N/A,2024-11-19
100 DANISH KRONER,66.1200,60.8200,60.6200,N/A,N/A,2024-11-19
100 HONGKONG DOLLAR,58.9000,55.9500,55.7500,59.0200,50.5600,2024-11-19
100 INDIAN RUPEE,5.4600,5.1300,4.9300,N/A,N/A,2024-11-19
100 INDONESIAN RUPIAH,0.0296,0.0268,0.0218,0.0305,0.0240,2024-11-19
100 JAPANESE YEN,2.9430,2.8480,2.8380,3.1500,2.6900,2024-11-19
100 NORWEGIAN KRONER,42.3000,38.8800,38.6800,44.6100,28.6800,2024-11-19
100 PAKISTAN RUPEE,1.6600,1.5600,1.3600,2.4300,1.4000,2024-11-19
100 PHILIPPINES PESO,7.8400,7.3800,7.1800,7.8500,7.3700,2024-11-19
100 SAUDI ARABIAN RIYAL,122.1500,115.9600,115.7600,121.2400,103.9000,2024-11-19
100 SOUTH AFRICAN RAND,26.2000,23.6500,23.4500,33.2900,23.1000,2024-11-19
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-11-19
100 SWEDISH KRONER,42.8800,39.0400,38.8400,N/A,N/A,2024-11-19
100 THAILAND BAHT,13.7000,12.1400,11.7400,13.6100,11.5100,2024-11-19
1 US DOLLAR,4.5360,4.4000,4.3900,4.5800,4.3760,2024-11-19
100 ARAB EMIRATES DIRHAM,124.9400,118.4400,118.2400,124.5900,115.9400,2024-11-19
100 QATAR RIYAL,125.7400,119.3700,119.1700,N/A,N/A,2024-11-19
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-11-19
100 CHINESE RENMINBI,63.1100,60.4100,N/A,N/A,N/A,2024-11-19
