Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,3.0090,2.8880,2.8720,3.0160,2.8020,2024-08-28
1 BRUNEI DOLLAR,3.3840,3.2840,3.2760,3.4440,3.2620,2024-08-28
1 CANADIAN DOLLAR,3.2740,3.1840,3.1720,3.3030,3.0690,2024-08-28
1 EURO,4.9310,4.7700,4.7500,4.9380,4.6110,2024-08-28
1 NEW ZEALAND DOLLAR,2.7640,2.6620,2.6460,2.7770,2.5520,2024-08-28
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-08-28
1 SINGAPORE DOLLAR,3.3840,3.2840,3.2760,3.4440,3.2620,2024-08-28
1 POUND STERLING,5.8500,5.6610,5.6410,5.9460,5.4700,2024-08-28
1 SWISS FRANC,5.2690,5.0430,5.0280,5.2740,4.8240,2024-08-28
100 BANGLADESH TAKA,3.7630,3.5030,3.3030,N/A,N/A,2024-08-28
100 DANISH KRONER,67.7600,62.3200,62.1200,N/A,N/A,2024-08-28
100 HONGKONG DOLLAR,57.0600,54.2000,54.0000,57.1800,50.5600,2024-08-28
100 INDIAN RUPEE,5.3400,5.0100,4.8100,N/A,N/A,2024-08-28
100 INDONESIAN RUPIAH,0.0294,0.0266,0.0216,0.0305,0.0240,2024-08-28
100 JAPANESE YEN,3.0620,2.9630,2.9530,3.1500,2.8000,2024-08-28
100 NORWEGIAN KRONER,43.2400,39.7500,39.5500,44.6100,28.6800,2024-08-28
100 PAKISTAN RUPEE,1.6100,1.5100,1.3100,2.4300,1.4000,2024-08-28
100 PHILIPPINES PESO,7.9400,7.4800,7.2800,7.9500,7.4600,2024-08-28
100 SAUDI ARABIAN RIYAL,118.6800,112.6700,112.4700,117.7300,103.9000,2024-08-28
100 SOUTH AFRICAN RAND,25.7800,23.2700,23.0700,33.2900,22.9300,2024-08-28
100 SRI LANKA RUPEE,1.5100,1.3800,1.1800,1.5200,0.7200,2024-08-28
100 SWEDISH KRONER,44.7700,40.7500,40.5500,N/A,N/A,2024-08-28
100 THAILAND BAHT,13.5600,12.0200,11.6200,13.4700,11.4000,2024-08-28
1 US DOLLAR,4.4070,4.2710,4.2610,4.5800,4.2490,2024-08-28
100 ARAB EMIRATES DIRHAM,121.3500,115.0100,114.8100,121.0100,114.6600,2024-08-28
100 QATAR RIYAL,122.1600,115.9700,115.7700,N/A,N/A,2024-08-28
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7400,2024-08-28
100 CHINESE RENMINBI,61.8000,59.6000,N/A,N/A,N/A,2024-08-28
