Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9050,2.7870,2.7710,2.9410,2.7120,2024-12-05
1 BRUNEI DOLLAR,3.3400,3.2420,3.2340,3.4440,3.2320,2024-12-05
1 CANADIAN DOLLAR,3.1880,3.1020,3.0900,3.2260,2.9980,2024-12-05
1 EURO,4.7280,4.5730,4.5530,4.7510,4.4370,2024-12-05
1 NEW ZEALAND DOLLAR,2.6430,2.5450,2.5290,2.7770,2.4470,2024-12-05
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-05
1 SINGAPORE DOLLAR,3.3400,3.2420,3.2340,3.4440,3.2320,2024-12-05
1 POUND STERLING,5.7110,5.5280,5.5080,5.8220,5.3580,2024-12-05
1 SWISS FRANC,5.1130,4.8930,4.8780,5.1370,4.7000,2024-12-05
100 BANGLADESH TAKA,3.8370,3.5710,3.3710,N/A,N/A,2024-12-05
100 DANISH KRONER,64.9800,59.7700,59.5700,N/A,N/A,2024-12-05
100 HONGKONG DOLLAR,58.3200,55.4000,55.2000,58.6200,50.5600,2024-12-05
100 INDIAN RUPEE,5.3900,5.0600,4.8600,N/A,N/A,2024-12-05
100 INDONESIAN RUPIAH,0.0292,0.0264,0.0214,0.0305,0.0240,2024-12-05
100 JAPANESE YEN,2.9880,2.8920,2.8820,3.1500,2.7400,2024-12-05
100 NORWEGIAN KRONER,41.7000,38.3400,38.1400,44.6100,28.6800,2024-12-05
100 PAKISTAN RUPEE,1.6500,1.5400,1.3400,2.4300,1.4000,2024-12-05
100 PHILIPPINES PESO,7.8300,7.3700,7.1700,7.8700,7.3900,2024-12-05
100 SAUDI ARABIAN RIYAL,120.8100,114.6900,114.4900,120.2400,103.9000,2024-12-05
100 SOUTH AFRICAN RAND,25.6200,23.1400,22.9400,33.2900,22.8600,2024-12-05
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5500,0.7200,2024-12-05
100 SWEDISH KRONER,42.3800,38.5800,38.3800,N/A,N/A,2024-12-05
100 THAILAND BAHT,13.7000,12.1400,11.7400,13.6500,11.5500,2024-12-05
1 US DOLLAR,4.4920,4.3560,4.3460,4.5800,4.3480,2024-12-05
100 ARAB EMIRATES DIRHAM,123.7100,117.2700,117.0700,123.7700,115.9400,2024-12-05
100 QATAR RIYAL,124.5500,118.2400,118.0400,N/A,N/A,2024-12-05
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7800,2024-12-05
100 CHINESE RENMINBI,62.1800,59.5200,N/A,N/A,N/A,2024-12-05
