Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8350,2.7150,2.6990,2.9410,2.6370,2025-01-02
1 BRUNEI DOLLAR,3.3330,3.2290,3.2210,3.4440,3.2110,2025-01-02
1 CANADIAN DOLLAR,3.1610,3.0710,3.0590,3.1890,2.9610,2025-01-02
1 EURO,4.7180,4.5560,4.5360,4.7250,4.4080,2025-01-02
1 NEW ZEALAND DOLLAR,2.5570,2.4580,2.4420,2.7770,2.3580,2025-01-02
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2025-01-02
1 SINGAPORE DOLLAR,3.3330,3.2290,3.2210,3.4440,3.2110,2025-01-02
1 POUND STERLING,5.6940,5.5140,5.4940,5.7970,5.3290,2025-01-02
1 SWISS FRANC,5.0470,4.8320,4.8170,5.0570,4.6230,2025-01-02
100 BANGLADESH TAKA,3.8890,3.6140,3.4140,N/A,N/A,2025-01-02
100 DANISH KRONER,64.8500,59.5600,59.3600,N/A,N/A,2025-01-02
100 HONGKONG DOLLAR,59.2100,56.1600,55.9600,59.3300,50.5600,2025-01-02
100 INDIAN RUPEE,5.4000,5.0600,4.8600,N/A,N/A,2025-01-02
100 INDONESIAN RUPIAH,0.0293,0.0264,0.0214,0.0305,0.0240,2025-01-02
100 JAPANESE YEN,2.8950,2.7970,2.7870,3.1500,2.6400,2025-01-02
100 NORWEGIAN KRONER,41.0200,37.6500,37.4500,44.6100,28.6800,2025-01-02
100 PAKISTAN RUPEE,1.6600,1.5600,1.3600,2.4300,1.4000,2025-01-02
100 PHILIPPINES PESO,7.9500,7.4800,7.2800,7.9600,7.4700,2025-01-02
100 SAUDI ARABIAN RIYAL,122.3900,116.1800,115.9800,121.5100,103.9000,2025-01-02
100 SOUTH AFRICAN RAND,24.9900,22.5800,22.3800,33.2900,22.2300,2025-01-02
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5600,0.7200,2025-01-02
100 SWEDISH KRONER,42.3800,38.5000,38.3000,N/A,N/A,2025-01-02
100 THAILAND BAHT,13.8800,12.2800,11.8800,13.7800,11.6500,2025-01-02
1 US DOLLAR,4.5520,4.4090,4.3990,4.5980,4.3890,2025-01-02
100 ARAB EMIRATES DIRHAM,125.4000,118.6700,118.4700,125.0400,115.9400,2025-01-02
100 QATAR RIYAL,126.1500,119.7600,119.5600,N/A,N/A,2025-01-02
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7800,2025-01-02
100 CHINESE RENMINBI,62.7800,60.0200,N/A,N/A,N/A,2025-01-02
