Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8810,2.7640,2.7480,2.9410,2.6820,2025-02-19
1 Brunei Dollar,3.3590,3.2620,3.2540,3.4440,3.2390,2025-02-19
1 Canadian Dollar,3.1750,3.0900,3.0780,3.2030,2.9770,2025-02-19
1 Euro,4.7190,4.5680,4.5480,4.7260,4.4140,2025-02-19
1 New Zealand Dollar,2.5730,2.4800,2.4640,2.7770,2.3760,2025-02-19
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-02-19
1 Singapore Dollar,3.3590,3.2620,3.2540,3.4440,3.2390,2025-02-19
1 Sterling Pound,5.6990,5.5200,5.5000,5.7930,5.3310,2025-02-19
1 Swiss Franc,5.0260,4.8120,4.7970,5.0310,4.6030,2025-02-19
100 Bangladesh Taka,3.7910,3.5320,3.3320,N/A,N/A,2025-02-19
100 Danish Krone,64.8500,59.7000,59.5000,N/A,N/A,2025-02-19
100 Hongkong Dollar,58.6600,55.7600,55.5600,58.7700,50.5600,2025-02-19
100 Indian Rupee,5.2800,4.9600,4.7600,N/A,N/A,2025-02-19
100 Indonesian Rupiah,0.0287,0.0260,0.0210,0.0305,0.0230,2025-02-19
100 Japanese Yen,2.9720,2.8780,2.8680,3.1500,2.7200,2025-02-19
100 Norwegian Krone,41.4700,38.1600,37.9600,44.6100,28.6800,2025-02-19
100 Pakistan Rupee,1.6400,1.5400,1.3400,2.4300,1.4000,2025-02-19
100 Philippine Peso,7.8800,7.4300,7.2300,7.8800,7.4100,2025-02-19
100 Saudi Riyal,121.6800,115.5200,115.3200,120.6700,103.9000,2025-02-19
100 South Africa Rand,25.4000,22.9400,22.7400,33.2900,22.6000,2025-02-19
100 Sri Lanka Rupee,1.5600,1.4400,1.2400,1.5300,0.7200,2025-02-19
100 Swedish Krona,43.3600,39.5000,39.3000,N/A,N/A,2025-02-19
100 Thai Baht,14.0000,12.4200,12.0200,13.9100,11.7700,2025-02-19
1 US Dollar,4.5130,4.3800,4.3700,4.5800,4.3550,2025-02-19
100 UAE Dirham,124.3000,117.9100,117.7100,123.9500,115.9400,2025-02-19
100 Qatar Riyal,125.2000,118.8600,118.6600,N/A,N/A,2025-02-19
100 New Taiwan Dollar,14.8000,N/A,N/A,14.1600,12.7100,2025-02-19
100 Chinese Renminbi,62.4200,59.7900,N/A,N/A,N/A,2025-02-19
