Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9460,2.8270,2.8110,2.9520,2.7430,2024-11-27
1 BRUNEI DOLLAR,3.3630,3.2640,3.2560,3.4440,3.2420,2024-11-27
1 CANADIAN DOLLAR,3.2170,3.1300,3.1180,3.2460,3.0160,2024-11-27
1 EURO,4.7570,4.6010,4.5810,4.7640,4.4480,2024-11-27
1 NEW ZEALAND DOLLAR,2.6520,2.5540,2.5380,2.7770,2.4480,2024-11-27
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-27
1 SINGAPORE DOLLAR,3.3630,3.2640,3.2560,3.4440,3.2420,2024-11-27
1 POUND STERLING,5.7000,5.5170,5.4970,5.7940,5.3300,2024-11-27
1 SWISS FRANC,5.1460,4.9250,4.9100,5.1510,4.7120,2024-11-27
100 BANGLADESH TAKA,3.8670,3.5990,3.3990,N/A,N/A,2024-11-27
100 DANISH KRONER,65.3800,60.1400,59.9400,N/A,N/A,2024-11-27
100 HONGKONG DOLLAR,58.7800,55.8400,55.6400,58.9000,50.5600,2024-11-27
100 INDIAN RUPEE,5.4600,5.1200,4.9200,N/A,N/A,2024-11-27
100 INDONESIAN RUPIAH,0.0294,0.0266,0.0216,0.0305,0.0240,2024-11-27
100 JAPANESE YEN,2.9670,2.8710,2.8610,3.1500,2.7100,2024-11-27
100 NORWEGIAN KRONER,41.7100,38.2900,38.0900,44.6100,28.6800,2024-11-27
100 PAKISTAN RUPEE,1.6600,1.5500,1.3500,2.4300,1.4000,2024-11-27
100 PHILIPPINES PESO,7.7900,7.3400,7.1400,7.7900,7.3200,2024-11-27
100 SAUDI ARABIAN RIYAL,121.7900,115.6100,115.4100,120.8200,103.9000,2024-11-27
100 SOUTH AFRICAN RAND,25.8000,23.3000,23.1000,33.2900,22.9500,2024-11-27
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-11-27
100 SWEDISH KRONER,42.5500,38.6800,38.4800,N/A,N/A,2024-11-27
100 THAILAND BAHT,13.6300,12.0800,11.6800,13.5400,11.4600,2024-11-27
1 US DOLLAR,4.5265,4.3905,4.3805,4.5800,4.3670,2024-11-27
100 ARAB EMIRATES DIRHAM,124.6700,118.1900,117.9900,124.3300,115.9400,2024-11-27
100 QATAR RIYAL,125.5200,119.1600,118.9600,N/A,N/A,2024-11-27
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-11-27
100 CHINESE RENMINBI,62.8400,60.1700,N/A,N/A,N/A,2024-11-27
