Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,3.0970,2.9740,2.9580,3.1040,2.8850,2024-07-30
1 BRUNEI DOLLAR,3.5020,3.4000,3.3920,3.5030,3.2770,2024-07-30
1 CANADIAN DOLLAR,3.3920,3.3020,3.2900,3.4220,3.1170,2024-07-30
1 EURO,5.0970,4.9340,4.9140,5.0790,4.5620,2024-07-30
1 NEW ZEALAND DOLLAR,2.7740,2.6740,2.6580,2.7850,2.5620,2024-07-30
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-07-30
1 SINGAPORE DOLLAR,3.5020,3.4000,3.3920,3.5030,3.2770,2024-07-30
1 POUND STERLING,6.0550,5.8670,5.8470,6.0950,5.3220,2024-07-30
1 SWISS FRANC,5.3450,5.1210,5.1060,5.3510,4.8960,2024-07-30
100 BANGLADESH TAKA,4.0880,3.8070,3.6070,N/A,N/A,2024-07-30
100 DANISH KRONER,70.0100,64.4400,64.2400,N/A,N/A,2024-07-30
100 HONGKONG DOLLAR,60.8800,57.8600,57.6600,61.0000,50.5600,2024-07-30
100 INDIAN RUPEE,5.7100,5.3600,5.1600,N/A,N/A,2024-07-30
100 INDONESIAN RUPIAH,0.0299,0.0271,0.0221,0.0305,0.0240,2024-07-30
100 JAPANESE YEN,3.0620,2.9650,2.9550,3.2600,2.8000,2024-07-30
100 NORWEGIAN KRONER,43.8700,40.3600,40.1600,44.6100,28.6800,2024-07-30
100 PAKISTAN RUPEE,1.7200,1.6100,1.4100,2.4300,1.4000,2024-07-30
100 PHILIPPINES PESO,8.1500,7.6800,7.4800,8.1500,7.6500,2024-07-30
100 SAUDI ARABIAN RIYAL,126.8300,120.4000,120.2000,125.7800,103.9000,2024-07-30
100 SOUTH AFRICAN RAND,26.4500,23.8900,23.6900,33.2900,23.1000,2024-07-30
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-07-30
100 SWEDISH KRONER,44.7700,40.7800,40.5800,N/A,N/A,2024-07-30
100 THAILAND BAHT,13.6600,12.1200,11.7200,13.5700,11.4800,2024-07-30
1 US DOLLAR,4.7030,4.5690,4.5590,4.7100,4.5430,2024-07-30
100 ARAB EMIRATES DIRHAM,129.6100,122.9200,122.7200,129.2400,115.9400,2024-07-30
100 QATAR RIYAL,130.4800,123.8700,123.6700,N/A,N/A,2024-07-30
100 NEW TAIWAN DOLLAR,15.4000,N/A,N/A,14.4300,12.7800,2024-07-30
100 CHINESE RENMINBI,65.2500,62.5100,N/A,N/A,N/A,2024-07-30
