Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9020,2.7840,2.7680,2.9410,2.6950,2024-09-25
1 BRUNEI DOLLAR,3.2620,3.1650,3.1570,3.4440,3.1350,2024-09-25
1 CANADIAN DOLLAR,3.1160,3.0290,3.0170,3.1700,2.9100,2024-09-25
1 EURO,4.6940,4.5380,4.5180,4.6840,4.3730,2024-09-25
1 NEW ZEALAND DOLLAR,2.6670,2.5680,2.5520,2.7770,2.4560,2024-09-25
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-09-25
1 SINGAPORE DOLLAR,3.2620,3.1650,3.1570,3.4440,3.1350,2024-09-25
1 POUND STERLING,5.6260,5.4450,5.4250,5.7010,5.2450,2024-09-25
1 SWISS FRANC,5.0040,4.7900,4.7750,4.9950,4.5690,2024-09-25
100 BANGLADESH TAKA,3.5770,3.3290,3.1290,N/A,N/A,2024-09-25
100 DANISH KRONER,64.5100,59.3300,59.1300,N/A,N/A,2024-09-25
100 HONGKONG DOLLAR,54.3600,51.6200,51.4200,54.3100,50.5600,2024-09-25
100 INDIAN RUPEE,5.0900,4.7800,4.5800,N/A,N/A,2024-09-25
100 INDONESIAN RUPIAH,0.0287,0.0260,0.0210,0.0305,0.0230,2024-09-25
100 JAPANESE YEN,2.9230,2.8280,2.8180,3.1500,2.6700,2024-09-25
100 NORWEGIAN KRONER,41.3300,37.9900,37.7900,44.6100,28.6800,2024-09-25
100 PAKISTAN RUPEE,1.5300,1.4400,1.2400,2.4300,1.3800,2024-09-25
100 PHILIPPINES PESO,7.6000,7.1600,6.9600,7.6100,7.0900,2024-09-25
100 SAUDI ARABIAN RIYAL,112.8200,107.1000,106.9000,113.7900,102.6000,2024-09-25
100 SOUTH AFRICAN RAND,25.1000,22.6700,22.4700,33.2900,22.2800,2024-09-25
100 SRI LANKA RUPEE,1.4200,1.3000,1.1000,1.5200,0.7200,2024-09-25
100 SWEDISH KRONER,42.8200,38.9600,38.7600,N/A,N/A,2024-09-25
100 THAILAND BAHT,13.4100,11.8900,11.4900,13.2900,11.2400,2024-09-25
1 US DOLLAR,4.1920,4.0560,4.0460,4.5800,4.0230,2024-09-25
100 ARAB EMIRATES DIRHAM,115.3500,109.3100,109.1100,114.6600,108.6300,2024-09-25
100 QATAR RIYAL,116.1300,110.2400,110.0400,N/A,N/A,2024-09-25
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.0900,2024-09-25
100 CHINESE RENMINBI,60.0800,57.5100,N/A,N/A,N/A,2024-09-25
