Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8640,2.7470,2.7310,2.9410,2.6720,2024-12-23
1 BRUNEI DOLLAR,3.3610,3.2610,3.2530,3.4440,3.2450,2024-12-23
1 CANADIAN DOLLAR,3.1670,3.0800,3.0680,3.2030,2.9740,2024-12-23
1 EURO,4.7560,4.6010,4.5810,4.7770,4.4580,2024-12-23
1 NEW ZEALAND DOLLAR,2.5850,2.4880,2.4720,2.7770,2.3890,2024-12-23
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-23
1 SINGAPORE DOLLAR,3.3610,3.2610,3.2530,3.4440,3.2450,2024-12-23
1 POUND STERLING,5.7340,5.5490,5.5290,5.8420,5.3720,2024-12-23
1 SWISS FRANC,5.1310,4.9100,4.8950,5.1530,4.7100,2024-12-23
100 BANGLADESH TAKA,3.8860,3.6170,3.4170,N/A,N/A,2024-12-23
100 DANISH KRONER,65.3700,60.1300,59.9300,N/A,N/A,2024-12-23
100 HONGKONG DOLLAR,59.1600,56.2000,56.0000,59.4700,50.5600,2024-12-23
100 INDIAN RUPEE,5.4400,5.1100,4.9100,N/A,N/A,2024-12-23
100 INDONESIAN RUPIAH,0.0292,0.0264,0.0214,0.0305,0.0240,2024-12-23
100 JAPANESE YEN,2.9140,2.8200,2.8100,3.1500,2.6700,2024-12-23
100 NORWEGIAN KRONER,41.3300,38.0000,37.8000,44.6100,28.6800,2024-12-23
100 PAKISTAN RUPEE,1.6600,1.5600,1.3600,2.4300,1.4000,2024-12-23
100 PHILIPPINES PESO,7.8800,7.4200,7.2200,7.8800,7.4000,2024-12-23
100 SAUDI ARABIAN RIYAL,122.5000,116.2900,116.0900,121.9300,103.9000,2024-12-23
100 SOUTH AFRICAN RAND,25.7900,23.2800,23.0800,33.2900,22.9800,2024-12-23
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5600,0.7200,2024-12-23
100 SWEDISH KRONER,42.6100,38.8000,38.6000,N/A,N/A,2024-12-23
100 THAILAND BAHT,13.8600,12.2900,11.8900,13.8100,11.6800,2024-12-23
1 US DOLLAR,4.5490,4.4130,4.4030,4.6100,4.4020,2024-12-23
100 ARAB EMIRATES DIRHAM,125.3100,118.7700,118.5700,125.3700,115.9400,2024-12-23
100 QATAR RIYAL,126.1200,119.7300,119.5300,N/A,N/A,2024-12-23
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.7800,2024-12-23
100 CHINESE RENMINBI,62.7800,60.1200,N/A,N/A,N/A,2024-12-23
