Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9190,2.8000,2.7840,2.9410,2.7170,2024-09-23
1 BRUNEI DOLLAR,3.2990,3.2010,3.1930,3.4440,3.1800,2024-09-23
1 CANADIAN DOLLAR,3.1380,3.0520,3.0400,3.1700,2.9410,2024-09-23
1 EURO,4.7620,4.6040,4.5840,4.7690,4.4520,2024-09-23
1 NEW ZEALAND DOLLAR,2.6670,2.5670,2.5510,2.7770,2.4610,2024-09-23
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-09-23
1 SINGAPORE DOLLAR,3.2990,3.2010,3.1930,3.4440,3.1800,2024-09-23
1 POUND STERLING,5.6790,5.4960,5.4760,5.7720,5.3110,2024-09-23
1 SWISS FRANC,5.0410,4.8250,4.8100,5.0460,4.6160,2024-09-23
100 BANGLADESH TAKA,3.6400,3.3870,3.1870,N/A,N/A,2024-09-23
100 DANISH KRONER,65.4400,60.1700,59.9700,N/A,N/A,2024-09-23
100 HONGKONG DOLLAR,55.2800,52.4800,52.2800,55.3900,50.5600,2024-09-23
100 INDIAN RUPEE,5.1900,4.8700,4.6700,N/A,N/A,2024-09-23
100 INDONESIAN RUPIAH,0.0291,0.0263,0.0213,0.0305,0.0240,2024-09-23
100 JAPANESE YEN,2.9610,2.8640,2.8540,3.1500,2.7100,2024-09-23
100 NORWEGIAN KRONER,41.7400,38.3400,38.1400,44.6100,28.6800,2024-09-23
100 PAKISTAN RUPEE,1.5600,1.4600,1.2600,2.4300,1.4000,2024-09-23
100 PHILIPPINES PESO,7.7700,7.3200,7.1200,7.7800,7.3000,2024-09-23
100 SAUDI ARABIAN RIYAL,114.7800,108.9700,108.7700,113.8900,103.9000,2024-09-23
100 SOUTH AFRICAN RAND,25.3700,22.9000,22.7000,33.2900,22.5600,2024-09-23
100 SRI LANKA RUPEE,1.4300,1.3200,1.1200,1.5200,0.7200,2024-09-23
100 SWEDISH KRONER,43.2100,39.3000,39.1000,N/A,N/A,2024-09-23
100 THAILAND BAHT,13.5200,11.9800,11.5800,13.4300,11.3600,2024-09-23
1 US DOLLAR,4.2650,4.1280,4.1180,4.5800,4.1080,2024-09-23
100 ARAB EMIRATES DIRHAM,117.3800,111.2200,111.0200,117.0500,110.8900,2024-09-23
100 QATAR RIYAL,118.1400,112.1500,111.9500,N/A,N/A,2024-09-23
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.2800,2024-09-23
100 CHINESE RENMINBI,60.8500,58.2300,N/A,N/A,N/A,2024-09-23
