Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9870,2.8670,2.8510,2.9940,2.7820,2024-11-08
1 BRUNEI DOLLAR,3.3690,3.2690,3.2610,3.4440,3.2480,2024-11-08
1 CANADIAN DOLLAR,3.2060,3.1190,3.1070,3.2340,3.0050,2024-11-08
1 EURO,4.8120,4.6550,4.6350,4.8190,4.5000,2024-11-08
1 NEW ZEALAND DOLLAR,2.6900,2.5910,2.5750,2.7770,2.4840,2024-11-08
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-08
1 SINGAPORE DOLLAR,3.3690,3.2690,3.2610,3.4440,3.2480,2024-11-08
1 POUND STERLING,5.7860,5.6020,5.5820,5.8800,5.4110,2024-11-08
1 SWISS FRANC,5.1340,4.9160,4.9010,5.1400,4.7020,2024-11-08
100 BANGLADESH TAKA,3.8020,3.5390,3.3390,N/A,N/A,2024-11-08
100 DANISH KRONER,66.1400,60.8400,60.6400,N/A,N/A,2024-11-08
100 HONGKONG DOLLAR,57.8900,54.9800,54.7800,58.0000,50.5600,2024-11-08
100 INDIAN RUPEE,5.3700,5.0400,4.8400,N/A,N/A,2024-11-08
100 INDONESIAN RUPIAH,0.0293,0.0265,0.0215,0.0305,0.0240,2024-11-08
100 JAPANESE YEN,2.9120,2.8180,2.8080,3.1500,2.6600,2024-11-08
100 NORWEGIAN KRONER,42.0200,38.6300,38.4300,44.6100,28.6800,2024-11-08
100 PAKISTAN RUPEE,1.6300,1.5300,1.3300,2.4300,1.4000,2024-11-08
100 PHILIPPINES PESO,7.7600,7.3100,7.1100,7.7700,7.3000,2024-11-08
100 SAUDI ARABIAN RIYAL,119.7900,113.7200,113.5200,118.9000,103.9000,2024-11-08
100 SOUTH AFRICAN RAND,26.6400,24.0500,23.8500,33.2900,23.1000,2024-11-08
100 SRI LANKA RUPEE,1.5600,1.4400,1.2400,1.5200,0.7200,2024-11-08
100 SWEDISH KRONER,42.9400,39.0500,38.8500,N/A,N/A,2024-11-08
100 THAILAND BAHT,13.6400,12.1000,11.7000,13.5500,11.4600,2024-11-08
1 US DOLLAR,4.4520,4.3160,4.3060,4.5800,4.2930,2024-11-08
100 ARAB EMIRATES DIRHAM,122.6100,116.2000,116.0000,122.2600,115.8400,2024-11-08
100 QATAR RIYAL,123.4300,117.1700,116.9700,N/A,N/A,2024-11-08
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7700,2024-11-08
100 CHINESE RENMINBI,62.7500,60.0700,N/A,N/A,N/A,2024-11-08
