Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,3.0790,2.9570,2.9410,3.0870,2.8680,2024-07-31
1 BRUNEI DOLLAR,3.4890,3.3870,3.3790,3.4900,3.2770,2024-07-31
1 CANADIAN DOLLAR,3.3780,3.2880,3.2760,3.4080,3.1170,2024-07-31
1 EURO,5.0720,4.9100,4.8900,5.0550,4.5620,2024-07-31
1 NEW ZEALAND DOLLAR,2.7770,2.6750,2.6590,2.7880,2.5640,2024-07-31
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-07-31
1 SINGAPORE DOLLAR,3.4890,3.3870,3.3790,3.4900,3.2770,2024-07-31
1 POUND STERLING,6.0210,5.8300,5.8100,6.0600,5.3220,2024-07-31
1 SWISS FRANC,5.3430,5.1190,5.1040,5.3490,4.8950,2024-07-31
100 BANGLADESH TAKA,4.0680,3.7880,3.5880,N/A,N/A,2024-07-31
100 DANISH KRONER,69.6700,64.1300,63.9300,N/A,N/A,2024-07-31
100 HONGKONG DOLLAR,60.5700,57.5700,57.3700,60.6900,50.5600,2024-07-31
100 INDIAN RUPEE,5.6900,5.3400,5.1400,N/A,N/A,2024-07-31
100 INDONESIAN RUPIAH,0.0297,0.0269,0.0219,0.0305,0.0240,2024-07-31
100 JAPANESE YEN,3.0770,2.9800,2.9700,3.2600,2.8100,2024-07-31
100 NORWEGIAN KRONER,43.9000,40.3900,40.1900,44.6100,28.6800,2024-07-31
100 PAKISTAN RUPEE,1.7100,1.6000,1.4000,2.4300,1.4000,2024-07-31
100 PHILIPPINES PESO,8.1100,7.6400,7.4400,8.1200,7.6300,2024-07-31
100 SAUDI ARABIAN RIYAL,126.2000,119.8000,119.6000,125.1500,103.9000,2024-07-31
100 SOUTH AFRICAN RAND,26.4900,23.9200,23.7200,33.2900,23.1000,2024-07-31
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5500,0.7200,2024-07-31
100 SWEDISH KRONER,44.8600,40.8600,40.6600,N/A,N/A,2024-07-31
100 THAILAND BAHT,13.6400,12.1000,11.7000,13.5500,11.4600,2024-07-31
1 US DOLLAR,4.6800,4.5460,4.5360,4.6870,4.5200,2024-07-31
100 ARAB EMIRATES DIRHAM,128.9700,122.3100,122.1100,128.6000,115.9400,2024-07-31
100 QATAR RIYAL,129.8300,123.2500,123.0500,N/A,N/A,2024-07-31
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.3700,12.7800,2024-07-31
100 CHINESE RENMINBI,65.0000,62.2800,N/A,N/A,N/A,2024-07-31
