Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8940,2.7770,2.7610,2.9410,2.6850,2024-12-09
1 BRUNEI DOLLAR,3.3490,3.2510,3.2430,3.4440,3.2230,2024-12-09
1 CANADIAN DOLLAR,3.1750,3.0900,3.0780,3.1960,2.9690,2024-12-09
1 EURO,4.7520,4.5990,4.5790,4.7520,4.4360,2024-12-09
1 NEW ZEALAND DOLLAR,2.6340,2.5360,2.5200,2.7770,2.4230,2024-12-09
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-09
1 SINGAPORE DOLLAR,3.3490,3.2510,3.2430,3.4440,3.2230,2024-12-09
1 POUND STERLING,5.7370,5.5550,5.5350,5.8200,5.3540,2024-12-09
1 SWISS FRANC,5.1510,4.9320,4.9170,5.1460,4.7080,2024-12-09
100 BANGLADESH TAKA,3.8420,3.5780,3.3780,N/A,N/A,2024-12-09
100 DANISH KRONER,65.3200,60.1200,59.9200,N/A,N/A,2024-12-09
100 HONGKONG DOLLAR,58.4200,55.5200,55.3200,58.4100,50.5600,2024-12-09
100 INDIAN RUPEE,5.4000,5.0700,4.8700,N/A,N/A,2024-12-09
100 INDONESIAN RUPIAH,0.0294,0.0266,0.0216,0.0305,0.0240,2024-12-09
100 JAPANESE YEN,3.0030,2.9080,2.8980,3.1500,2.7400,2024-12-09
100 NORWEGIAN KRONER,41.3500,38.0300,37.8300,44.6100,28.6800,2024-12-09
100 PAKISTAN RUPEE,1.6500,1.5400,1.3400,2.4300,1.4000,2024-12-09
100 PHILIPPINES PESO,7.8700,7.4200,7.2200,7.8700,7.3900,2024-12-09
100 SAUDI ARABIAN RIYAL,121.0500,114.9100,114.7100,119.7900,103.9000,2024-12-09
100 SOUTH AFRICAN RAND,25.8700,23.3600,23.1600,33.2900,22.9600,2024-12-09
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5500,0.7200,2024-12-09
100 SWEDISH KRONER,42.4000,38.6100,38.4100,N/A,N/A,2024-12-09
100 THAILAND BAHT,13.8100,12.2500,11.8500,13.6700,11.5600,2024-12-09
1 US DOLLAR,4.4980,4.3640,4.3540,4.5800,4.3280,2024-12-09
100 ARAB EMIRATES DIRHAM,123.8800,117.4900,117.2900,123.2500,115.9400,2024-12-09
100 QATAR RIYAL,124.7500,118.4300,118.2300,N/A,N/A,2024-12-09
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7600,2024-12-09
100 CHINESE RENMINBI,62.2200,59.6000,N/A,N/A,N/A,2024-12-09
