Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9480,2.8290,2.8130,2.9550,2.7450,2024-12-03
1 BRUNEI DOLLAR,3.3650,3.2660,3.2580,3.4440,3.2440,2024-12-03
1 CANADIAN DOLLAR,3.2220,3.1340,3.1220,3.2510,3.0200,2024-12-03
1 EURO,4.7610,4.6060,4.5860,4.7680,4.4520,2024-12-03
1 NEW ZEALAND DOLLAR,2.6740,2.5750,2.5590,2.7770,2.4680,2024-12-03
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-03
1 SINGAPORE DOLLAR,3.3650,3.2660,3.2580,3.4440,3.2440,2024-12-03
1 POUND STERLING,5.7400,5.5580,5.5380,5.8340,5.3690,2024-12-03
1 SWISS FRANC,5.1420,4.9220,4.9070,5.1470,4.7080,2024-12-03
100 BANGLADESH TAKA,3.8720,3.6040,3.4040,N/A,N/A,2024-12-03
100 DANISH KRONER,65.4200,60.1900,59.9900,N/A,N/A,2024-12-03
100 HONGKONG DOLLAR,58.8600,55.9200,55.7200,58.9800,50.5600,2024-12-03
100 INDIAN RUPEE,5.4400,5.1000,4.9000,N/A,N/A,2024-12-03
100 INDONESIAN RUPIAH,0.0295,0.0267,0.0217,0.0305,0.0240,2024-12-03
100 JAPANESE YEN,3.0280,2.9310,2.9210,3.1500,2.7700,2024-12-03
100 NORWEGIAN KRONER,41.8800,38.5100,38.3100,44.6100,28.6800,2024-12-03
100 PAKISTAN RUPEE,1.6600,1.5500,1.3500,2.4300,1.4000,2024-12-03
100 PHILIPPINES PESO,7.8400,7.3800,7.1800,7.8500,7.3700,2024-12-03
100 SAUDI ARABIAN RIYAL,121.9700,115.7800,115.5800,120.9800,103.9000,2024-12-03
100 SOUTH AFRICAN RAND,25.8900,23.3700,23.1700,33.2900,23.0300,2024-12-03
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-12-03
100 SWEDISH KRONER,42.4900,38.6900,38.4900,N/A,N/A,2024-12-03
100 THAILAND BAHT,13.7100,12.1600,11.7600,13.6200,11.5200,2024-12-03
1 US DOLLAR,4.5320,4.3970,4.3870,4.5800,4.3730,2024-12-03
100 ARAB EMIRATES DIRHAM,124.8300,118.3600,118.1600,124.4800,115.9400,2024-12-03
100 QATAR RIYAL,125.7000,119.3300,119.1300,N/A,N/A,2024-12-03
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-12-03
100 CHINESE RENMINBI,62.7500,60.0800,N/A,N/A,N/A,2024-12-03
