Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9100,2.7920,2.7760,2.9410,2.7100,2024-12-06
1 BRUNEI DOLLAR,3.3510,3.2520,3.2440,3.4440,3.2310,2024-12-06
1 CANADIAN DOLLAR,3.1960,3.1090,3.0970,3.2250,2.9960,2024-12-06
1 EURO,4.7560,4.6000,4.5800,4.7630,4.4470,2024-12-06
1 NEW ZEALAND DOLLAR,2.6500,2.5510,2.5350,2.7770,2.4450,2024-12-06
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-12-06
1 SINGAPORE DOLLAR,3.3510,3.2520,3.2440,3.4440,3.2310,2024-12-06
1 POUND STERLING,5.7340,5.5490,5.5290,5.8280,5.3620,2024-12-06
1 SWISS FRANC,5.1420,4.9230,4.9080,5.1480,4.7090,2024-12-06
100 BANGLADESH TAKA,3.8340,3.5690,3.3690,N/A,N/A,2024-12-06
100 DANISH KRONER,65.3600,60.1300,59.9300,N/A,N/A,2024-12-06
100 HONGKONG DOLLAR,58.2900,55.3700,55.1700,58.4100,50.5600,2024-12-06
100 INDIAN RUPEE,5.3900,5.0600,4.8600,N/A,N/A,2024-12-06
100 INDONESIAN RUPIAH,0.0293,0.0265,0.0215,0.0305,0.0240,2024-12-06
100 JAPANESE YEN,2.9950,2.8980,2.8880,3.1500,2.7400,2024-12-06
100 NORWEGIAN KRONER,41.7500,38.3700,38.1700,44.6100,28.6800,2024-12-06
100 PAKISTAN RUPEE,1.6400,1.5400,1.3400,2.4300,1.4000,2024-12-06
100 PHILIPPINES PESO,7.8900,7.4300,7.2300,7.8900,7.4100,2024-12-06
100 SAUDI ARABIAN RIYAL,120.7600,114.6400,114.4400,119.8300,103.9000,2024-12-06
100 SOUTH AFRICAN RAND,25.8100,23.3000,23.1000,33.2900,22.9600,2024-12-06
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5500,0.7200,2024-12-06
100 SWEDISH KRONER,42.6400,38.8000,38.6000,N/A,N/A,2024-12-06
100 THAILAND BAHT,13.7600,12.1900,11.7900,13.6700,11.5600,2024-12-06
1 US DOLLAR,4.4890,4.3530,4.3430,4.5800,4.3300,2024-12-06
100 ARAB EMIRATES DIRHAM,123.6300,117.1900,116.9900,123.2800,115.9400,2024-12-06
100 QATAR RIYAL,124.4700,118.1600,117.9600,N/A,N/A,2024-12-06
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7800,2024-12-06
100 CHINESE RENMINBI,62.2500,59.5900,N/A,N/A,N/A,2024-12-06
