Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9140,2.7960,2.7800,2.9410,2.7290,2024-09-20
1 BRUNEI DOLLAR,3.2930,3.1980,3.1900,3.4440,3.1910,2024-09-20
1 CANADIAN DOLLAR,3.1330,3.0490,3.0370,3.1810,2.9550,2024-09-20
1 EURO,4.7550,4.6010,4.5810,4.7920,4.4730,2024-09-20
1 NEW ZEALAND DOLLAR,2.6810,2.5790,2.5630,2.7770,2.4730,2024-09-20
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-09-20
1 SINGAPORE DOLLAR,3.2930,3.1980,3.1900,3.4440,3.1910,2024-09-20
1 POUND STERLING,5.6580,5.4790,5.4590,5.7850,5.3220,2024-09-20
1 SWISS FRANC,5.0580,4.8420,4.8270,5.0930,4.6570,2024-09-20
100 BANGLADESH TAKA,3.6570,3.4010,3.2010,N/A,N/A,2024-09-20
100 DANISH KRONER,65.7500,60.4400,60.2400,N/A,N/A,2024-09-20
100 HONGKONG DOLLAR,55.5100,52.6900,52.4900,55.6200,50.5600,2024-09-20
100 INDIAN RUPEE,5.2100,4.8800,4.6800,N/A,N/A,2024-09-20
100 INDONESIAN RUPIAH,0.0291,0.0263,0.0213,0.0305,0.0240,2024-09-20
100 JAPANESE YEN,2.9930,2.8970,2.8870,3.1500,2.7500,2024-09-20
100 NORWEGIAN KRONER,41.6200,38.2700,38.0700,44.6100,28.6800,2024-09-20
100 PAKISTAN RUPEE,1.5600,1.4600,1.2600,2.4300,1.4000,2024-09-20
100 PHILIPPINES PESO,7.8200,7.3600,7.1600,7.8300,7.3500,2024-09-20
100 SAUDI ARABIAN RIYAL,115.2900,109.4400,109.2400,114.4000,103.9000,2024-09-20
100 SOUTH AFRICAN RAND,25.1600,22.7200,22.5200,33.2900,22.5200,2024-09-20
100 SRI LANKA RUPEE,1.4400,1.3200,1.1200,1.5200,0.7200,2024-09-20
100 SWEDISH KRONER,43.4500,39.5300,39.3300,N/A,N/A,2024-09-20
100 THAILAND BAHT,13.5000,11.9600,11.5600,13.4100,11.3400,2024-09-20
1 US DOLLAR,4.2640,4.1290,4.1190,4.5800,4.1260,2024-09-20
100 ARAB EMIRATES DIRHAM,117.9200,111.6900,111.4900,117.5900,111.3800,2024-09-20
100 QATAR RIYAL,118.6600,112.6500,112.4500,N/A,N/A,2024-09-20
100 NEW TAIWAN DOLLAR,14.4000,N/A,N/A,14.1600,12.3600,2024-09-20
100 CHINESE RENMINBI,60.9800,58.3400,N/A,N/A,N/A,2024-09-20
