Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8720,2.7570,2.7410,2.9410,2.6690,2025-03-17
1 Brunei Dollar,3.3830,3.2850,3.2770,3.4440,3.2550,2025-03-17
1 Canadian Dollar,3.1360,3.0530,3.0410,3.1700,2.9350,2025-03-17
1 Euro,4.9170,4.7590,4.7390,4.9140,4.5880,2025-03-17
1 New Zealand Dollar,2.6080,2.5140,2.4980,2.7770,2.4000,2025-03-17
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-03-17
1 Singapore Dollar,3.3830,3.2850,3.2770,3.4440,3.2550,2025-03-17
1 Sterling Pound,5.8450,5.6620,5.6420,5.9280,5.4530,2025-03-17
1 Swiss Franc,5.1410,4.9230,4.9080,5.1320,4.6950,2025-03-17
100 Bangladesh Taka,3.7910,3.5320,3.3320,N/A,N/A,2025-03-17
100 Danish Krone,67.5500,62.1800,61.9800,N/A,N/A,2025-03-17
100 Hongkong Dollar,58.6900,55.7800,55.5800,58.6700,50.5600,2025-03-17
100 Indian Rupee,5.2800,4.9600,4.7600,N/A,N/A,2025-03-17
100 Indonesian Rupiah,0.0285,0.0258,0.0208,0.0305,0.0230,2025-03-17
100 Japanese Yen,3.0410,2.9450,2.9350,3.1500,2.7700,2025-03-17
100 Norwegian Krone,43.5400,40.0600,39.8600,44.6100,28.6800,2025-03-17
100 Pakistan Rupee,1.6400,1.5400,1.3400,2.4300,1.4000,2025-03-17
100 Philippine Peso,8.0000,7.5400,7.3400,7.9900,7.5000,2025-03-17
100 Saudi Riyal,121.6800,115.5100,115.3100,120.4100,103.9000,2025-03-17
100 South Africa Rand,25.7000,23.2200,23.0200,33.2900,22.8200,2025-03-17
100 Sri Lanka Rupee,1.5600,1.4400,1.2400,1.5200,0.7200,2025-03-17
100 Swedish Krona,45.9700,41.8800,41.6800,N/A,N/A,2025-03-17
100 Thai Baht,14.0000,12.4200,12.0200,13.8900,11.7500,2025-03-17
1 US Dollar,4.5130,4.3800,4.3700,4.5800,4.3440,2025-03-17
100 UAE Dirham,124.3200,117.9100,117.7100,123.7100,115.9400,2025-03-17
100 Qatar Riyal,125.2000,118.8600,118.6600,N/A,N/A,2025-03-17
100 New Taiwan Dollar,14.7000,N/A,N/A,14.1600,12.6100,2025-03-17
100 Chinese Renminbi,62.7800,60.1500,60.1500,N/A,N/A,2025-03-17
