Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9550,2.8360,2.8200,2.9620,2.7520,2024-11-15
1 BRUNEI DOLLAR,3.3810,3.2820,3.2740,3.4440,3.2600,2024-11-15
1 CANADIAN DOLLAR,3.2340,3.1480,3.1360,3.2630,3.0330,2024-11-15
1 EURO,4.8020,4.6470,4.6270,4.8090,4.4910,2024-11-15
1 NEW ZEALAND DOLLAR,2.6720,2.5750,2.5590,2.7770,2.4670,2024-11-15
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-15
1 SINGAPORE DOLLAR,3.3810,3.2820,3.2740,3.4440,3.2600,2024-11-15
1 POUND STERLING,5.7740,5.5940,5.5740,5.8690,5.4020,2024-11-15
1 SWISS FRANC,5.1510,4.9330,4.9180,5.1560,4.7180,2024-11-15
100 BANGLADESH TAKA,3.8910,3.6240,3.4240,N/A,N/A,2024-11-15
100 DANISH KRONER,65.9900,60.7300,60.5300,N/A,N/A,2024-11-15
100 HONGKONG DOLLAR,59.1600,56.2200,56.0200,59.2700,50.5600,2024-11-15
100 INDIAN RUPEE,5.4800,5.1500,4.9500,N/A,N/A,2024-11-15
100 INDONESIAN RUPIAH,0.0297,0.0269,0.0219,0.0305,0.0240,2024-11-15
100 JAPANESE YEN,2.9130,2.8200,2.8100,3.1500,2.6600,2024-11-15
100 NORWEGIAN KRONER,41.9600,38.5700,38.3700,44.6100,28.6800,2024-11-15
100 PAKISTAN RUPEE,1.6700,1.5600,1.3600,2.4300,1.4000,2024-11-15
100 PHILIPPINES PESO,7.8600,7.4000,7.2000,7.8600,7.3900,2024-11-15
100 SAUDI ARABIAN RIYAL,122.6400,116.4300,116.2300,121.7000,103.9000,2024-11-15
100 SOUTH AFRICAN RAND,25.8000,23.3100,23.1100,33.2900,22.9600,2024-11-15
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-11-15
100 SWEDISH KRONER,42.7200,38.9100,38.7100,N/A,N/A,2024-11-15
100 THAILAND BAHT,13.5800,12.0500,11.6500,13.5000,11.4200,2024-11-15
1 US DOLLAR,4.5550,4.4210,4.4110,4.6010,4.3960,2024-11-15
100 ARAB EMIRATES DIRHAM,125.4700,119.0000,118.8000,125.1200,115.9400,2024-11-15
100 QATAR RIYAL,126.3500,119.9500,119.7500,N/A,N/A,2024-11-15
100 NEW TAIWAN DOLLAR,15.0000,N/A,N/A,14.1600,12.7800,2024-11-15
100 CHINESE RENMINBI,63.4500,60.7500,N/A,N/A,N/A,2024-11-15
