Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8420,2.7270,2.7110,2.9410,2.6470,2025-03-05
1 Brunei Dollar,3.3710,3.2710,3.2630,3.4440,3.2500,2025-03-05
1 Canadian Dollar,3.1300,3.0440,3.0320,3.1700,2.9340,2025-03-05
1 Euro,4.7980,4.6410,4.6210,4.8060,4.4870,2025-03-05
1 New Zealand Dollar,2.5620,2.4680,2.4520,2.7770,2.3650,2025-03-05
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-03-05
1 Singapore Dollar,3.3710,3.2710,3.2630,3.4440,3.2500,2025-03-05
1 Sterling Pound,5.7810,5.5960,5.5760,5.8760,5.4060,2025-03-05
1 Swiss Franc,5.1100,4.8960,4.8810,5.1110,4.6750,2025-03-05
100 Bangladesh Taka,3.7920,3.5300,3.3300,N/A,N/A,2025-03-05
100 Danish Krone,65.9400,60.6600,60.4600,N/A,N/A,2025-03-05
100 Hongkong Dollar,58.6900,55.7500,55.5500,58.8100,50.5600,2025-03-05
100 Indian Rupee,5.2600,4.9300,4.7300,N/A,N/A,2025-03-05
100 Indonesian Rupiah,0.0284,0.0257,0.0207,0.0305,0.0230,2025-03-05
100 Japanese Yen,3.0190,2.9220,2.9120,3.1500,2.7600,2025-03-05
100 Norwegian Krone,41.7300,38.3600,38.1600,44.6100,28.6800,2025-03-05
100 Pakistan Rupee,1.6400,1.5400,1.3400,2.4300,1.4000,2025-03-05
100 Philippine Peso,7.9600,7.5000,7.3000,7.9700,7.4800,2025-03-05
100 Saudi Riyal,121.6700,115.5000,115.3000,120.6900,103.9000,2025-03-05
100 South Africa Rand,25.2900,22.8300,22.6300,33.2900,22.5000,2025-03-05
100 Sri Lanka Rupee,1.5700,1.4500,1.2500,1.5300,0.7200,2025-03-05
100 Swedish Krona,44.6700,40.6600,40.4600,N/A,N/A,2025-03-05
100 Thai Baht,14.0000,12.4100,12.0100,13.9100,11.7600,2025-03-05
1 US Dollar,4.5215,4.3885,4.3785,4.5800,4.3550,2025-03-05
100 UAE Dirham,124.3500,117.8500,117.6500,124.0000,115.9400,2025-03-05
100 Qatar Riyal,125.2000,118.8500,118.6500,N/A,N/A,2025-03-05
100 New Taiwan Dollar,14.8000,N/A,N/A,14.1600,12.6900,2025-03-05
100 Chinese Renminbi,62.5500,59.8800,N/A,N/A,N/A,2025-03-05
