Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8410,2.7260,2.7100,2.9410,2.6450,2025-03-11
1 Brunei Dollar,3.3730,3.2740,3.2660,3.4440,3.2520,2025-03-11
1 Canadian Dollar,3.1130,3.0300,3.0180,3.1700,2.9190,2025-03-11
1 Euro,4.8810,4.7240,4.7040,4.8880,4.5660,2025-03-11
1 New Zealand Dollar,2.5720,2.4770,2.4610,2.7770,2.3740,2025-03-11
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-03-11
1 Singapore Dollar,3.3730,3.2740,3.2660,3.4440,3.2520,2025-03-11
1 Sterling Pound,5.8000,5.6150,5.5950,5.8950,5.4240,2025-03-11
1 Swiss Franc,5.1490,4.9300,4.9150,5.1540,4.7160,2025-03-11
100 Bangladesh Taka,3.7770,3.5170,3.3170,N/A,N/A,2025-03-11
100 Danish Krone,67.0800,61.7400,61.5400,N/A,N/A,2025-03-11
100 Hongkong Dollar,58.4800,55.5700,55.3700,58.5900,50.5600,2025-03-11
100 Indian Rupee,5.2300,4.9100,4.7100,N/A,N/A,2025-03-11
100 Indonesian Rupiah,0.0285,0.0258,0.0208,0.0305,0.0230,2025-03-11
100 Japanese Yen,3.0670,2.9700,2.9600,3.1500,2.8000,2025-03-11
100 Norwegian Krone,42.8900,39.4200,39.2200,44.6100,28.6800,2025-03-11
100 Pakistan Rupee,1.6300,1.5300,1.3300,2.4300,1.4000,2025-03-11
100 Philippine Peso,7.9300,7.4800,7.2800,7.9400,7.4600,2025-03-11
100 Saudi Riyal,121.1600,115.0200,114.8200,120.1600,103.9000,2025-03-11
100 South Africa Rand,25.4400,22.9600,22.7600,33.2900,22.6300,2025-03-11
100 Sri Lanka Rupee,1.5600,1.4400,1.2400,1.5200,0.7200,2025-03-11
100 Swedish Krona,45.8600,41.7700,41.5700,N/A,N/A,2025-03-11
100 Thai Baht,13.8500,12.2900,11.8900,13.7600,11.6500,2025-03-11
1 US Dollar,4.4955,4.3615,4.3515,4.5800,4.3370,2025-03-11
100 UAE Dirham,123.8300,117.4100,117.2100,123.4800,115.9400,2025-03-11
100 Qatar Riyal,124.7000,118.3800,118.1800,N/A,N/A,2025-03-11
100 New Taiwan Dollar,14.7000,N/A,N/A,14.1600,12.6100,2025-03-11
100 Chinese Renminbi,62.3400,59.7000,N/A,N/A,N/A,2025-03-11
