Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8240,2.7100,2.6940,2.9410,2.6300,2025-02-04
1 Brunei Dollar,3.3190,3.2220,3.2140,3.4440,3.2000,2025-02-04
1 Canadian Dollar,3.1240,3.0410,3.0290,3.1700,2.9290,2025-02-04
1 Euro,4.6680,4.5170,4.4970,4.6750,4.3660,2025-02-04
1 New Zealand Dollar,2.5510,2.4560,2.4400,2.7770,2.3540,2025-02-04
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-02-04
1 Singapore Dollar,3.3190,3.2220,3.2140,3.4440,3.2000,2025-02-04
1 Sterling Pound,5.6190,5.4410,5.4210,5.7110,5.2560,2025-02-04
1 Swiss Franc,4.9860,4.7740,4.7590,4.9910,4.5670,2025-02-04
100 Bangladesh Taka,3.7660,3.5340,3.3340,N/A,N/A,2025-02-04
100 Danish Krone,64.1300,59.0300,58.8300,N/A,N/A,2025-02-04
100 Hongkong Dollar,58.5600,55.6700,55.4700,58.6800,50.5600,2025-02-04
100 Indian Rupee,5.2800,4.9600,4.7600,N/A,N/A,2025-02-04
100 Indonesian Rupiah,0.0284,0.0257,0.0207,0.0305,0.0230,2025-02-04
100 Japanese Yen,2.9100,2.8180,2.8080,3.1500,2.6600,2025-02-04
100 Norwegian Krone,40.8600,37.4500,37.2500,44.6100,28.6800,2025-02-04
100 Pakistan Rupee,1.6500,1.5400,1.3400,2.4300,1.4000,2025-02-04
100 Philippine Peso,7.8300,7.3800,7.1800,7.8400,7.3700,2025-02-04
100 Saudi Riyal,121.7400,115.5700,115.3700,120.7200,103.9000,2025-02-04
100 South Africa Rand,24.9900,22.5600,22.3600,33.2900,22.2300,2025-02-04
100 Sri Lanka Rupee,1.5500,1.4200,1.2200,1.5200,0.7200,2025-02-04
100 Swedish Krona,42.0000,38.2400,38.0400,N/A,N/A,2025-02-04
100 Thai Baht,13.9300,12.3500,11.9500,13.8400,11.7100,2025-02-04
1 US Dollar,4.5155,4.3825,4.3725,4.5800,4.3570,2025-02-04
100 UAE Dirham,124.3700,117.9800,117.7800,124.0200,115.9400,2025-02-04
100 Qatar Riyal,125.2500,118.9000,118.7000,N/A,N/A,2025-02-04
100 New Taiwan Dollar,14.8000,N/A,N/A,14.1600,12.6200,2025-02-04
100 Chinese Renminbi,N/A,N/A,N/A,N/A,N/A,2025-02-04
