Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8410,2.7280,2.7120,2.9410,2.6420,2025-03-24
1 Brunei Dollar,3.3630,3.2660,3.2580,3.4440,3.2380,2025-03-24
1 Canadian Dollar,3.1310,3.0480,3.0360,3.1700,2.9310,2025-03-24
1 Euro,4.8740,4.7180,4.6980,4.8730,4.5510,2025-03-24
1 New Zealand Dollar,2.5870,2.4920,2.4760,2.7770,2.3880,2025-03-24
1 Papua N Guinea Kina,N/A,N/A,-0.0160,N/A,N/A,2025-03-24
1 Singapore Dollar,3.3630,3.2660,3.2580,3.4440,3.2380,2025-03-24
1 Sterling Pound,5.8190,5.6360,5.6160,5.9010,5.4310,2025-03-24
1 Swiss Franc,5.1230,4.9060,4.8910,5.1170,4.6830,2025-03-24
100 Bangladesh Taka,3.7770,3.5180,3.3180,N/A,N/A,2025-03-24
100 Danish Krone,66.9700,61.6400,61.4400,N/A,N/A,2025-03-24
100 Hongkong Dollar,58.4500,55.5600,55.3600,58.4200,50.5600,2025-03-24
100 Indian Rupee,5.3100,4.9900,4.7900,N/A,N/A,2025-03-24
100 Indonesian Rupiah,0.0281,0.0255,0.0205,0.0305,0.0230,2025-03-24
100 Japanese Yen,3.0050,2.9100,2.9000,3.1500,2.7400,2025-03-24
100 Norwegian Krone,43.7900,40.3000,40.1000,44.6100,28.6800,2025-03-24
100 Pakistan Rupee,1.6300,1.5300,1.3300,2.4300,1.4000,2025-03-24
100 Philippine Peso,7.9600,7.5000,7.3000,7.9500,7.4600,2025-03-24
100 Saudi Riyal,121.2000,115.0600,114.8600,119.8900,103.9000,2025-03-24
100 South Africa Rand,25.5800,23.1100,22.9100,33.2900,22.7200,2025-03-24
100 Sri Lanka Rupee,1.5600,1.4300,1.2300,1.5200,0.7200,2025-03-24
100 Swedish Krona,45.8100,41.7300,41.5300,N/A,N/A,2025-03-24
100 Thai Baht,13.8400,12.2800,11.8800,13.7300,11.6200,2025-03-24
1 US Dollar,4.4960,4.3630,4.3530,4.5800,4.3270,2025-03-24
100 UAE Dirham,123.8300,117.4400,117.2400,123.1800,115.9400,2025-03-24
100 Qatar Riyal,124.7200,118.4000,118.2000,N/A,N/A,2025-03-24
100 New Taiwan Dollar,14.7000,N/A,N/A,14.1600,12.5400,2025-03-24
100 Chinese Renminbi,62.3500,59.7400,59.7400,N/A,N/A,2025-03-24
