Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9370,2.8170,2.8010,2.9440,2.7350,2024-10-28
1 BRUNEI DOLLAR,3.3390,3.2400,3.2320,3.4440,3.2190,2024-10-28
1 CANADIAN DOLLAR,3.1780,3.0910,3.0790,3.2060,2.9790,2024-10-28
1 EURO,4.7790,4.6230,4.6030,4.7870,4.4700,2024-10-28
1 NEW ZEALAND DOLLAR,2.6530,2.5550,2.5390,2.7770,2.4490,2024-10-28
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-10-28
1 SINGAPORE DOLLAR,3.3390,3.2400,3.2320,3.4440,3.2190,2024-10-28
1 POUND STERLING,5.7360,5.5530,5.5330,5.8300,5.3650,2024-10-28
1 SWISS FRANC,5.1220,4.9040,4.8890,5.1270,4.6910,2024-10-28
100 BANGLADESH TAKA,3.7760,3.5150,3.3150,N/A,N/A,2024-10-28
100 DANISH KRONER,65.6700,60.4000,60.2000,N/A,N/A,2024-10-28
100 HONGKONG DOLLAR,57.4900,54.6000,54.4000,57.6000,50.5600,2024-10-28
100 INDIAN RUPEE,5.3400,5.0100,4.8100,N/A,N/A,2024-10-28
100 INDONESIAN RUPIAH,0.0292,0.0265,0.0215,0.0305,0.0240,2024-10-28
100 JAPANESE YEN,2.8910,2.7970,2.7870,3.1500,2.6400,2024-10-28
100 NORWEGIAN KRONER,41.3000,37.9700,37.7700,44.6100,28.6800,2024-10-28
100 PAKISTAN RUPEE,1.6200,1.5200,1.3200,2.4300,1.4000,2024-10-28
100 PHILIPPINES PESO,7.6600,7.2200,7.0200,7.6700,7.2000,2024-10-28
100 SAUDI ARABIAN RIYAL,118.9800,112.9500,112.7500,118.1000,103.9000,2024-10-28
100 SOUTH AFRICAN RAND,25.9500,23.4200,23.2200,33.2900,23.0700,2024-10-28
100 SRI LANKA RUPEE,1.5500,1.4200,1.2200,1.5200,0.7200,2024-10-28
100 SWEDISH KRONER,42.9500,39.1000,38.9000,N/A,N/A,2024-10-28
100 THAILAND BAHT,13.6800,12.1300,11.7300,13.5900,11.4900,2024-10-28
1 US DOLLAR,4.4220,4.2860,4.2760,4.5800,4.2630,2024-10-28
100 ARAB EMIRATES DIRHAM,121.7600,115.4100,115.2100,121.4200,115.0500,2024-10-28
100 QATAR RIYAL,122.5700,116.3500,116.1500,N/A,N/A,2024-10-28
100 NEW TAIWAN DOLLAR,14.8000,N/A,N/A,14.1600,12.7100,2024-10-28
100 CHINESE RENMINBI,62.5000,59.8400,N/A,N/A,N/A,2024-10-28
