Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8430,2.7260,2.7100,2.9410,2.6460,2025-01-15
1 Brunei Dollar,3.3410,3.2410,3.2330,3.4440,3.2200,2025-01-15
1 Canadian Dollar,3.1790,3.0920,3.0800,3.2080,2.9800,2025-01-15
1 Euro,4.7130,4.5580,4.5380,4.7200,4.4070,2025-01-15
1 New Zealand Dollar,2.5690,2.4730,2.4570,2.7770,2.3710,2025-01-15
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-01-15
1 Singapore Dollar,3.3410,3.2410,3.2330,3.4440,3.2200,2025-01-15
1 Sterling Pound,5.5840,5.4020,5.3820,5.6750,5.2200,2025-01-15
1 Swiss Franc,5.0400,4.8250,4.8100,5.0450,4.6150,2025-01-15
100 Bangladesh Taka,3.8150,3.5720,3.3720,N/A,N/A,2025-01-15
100 Danish Krone,64.7500,59.5600,59.3600,N/A,N/A,2025-01-15
100 Hongkong Dollar,59.3000,56.3200,56.1200,59.4100,50.5600,2025-01-15
100 Indian Rupee,5.3700,5.0400,4.8400,N/A,N/A,2025-01-15
100 Indonesian Rupiah,0.0291,0.0263,0.0213,0.0305,0.0240,2025-01-15
100 Japanese Yen,2.8980,2.8030,2.7930,3.1500,2.6500,2025-01-15
100 Norwegian Krone,41.2400,37.8900,37.6900,44.6100,28.6800,2025-01-15
100 Pakistan Rupee,1.6700,1.5600,1.3600,2.4300,1.4000,2025-01-15
100 Philippine Peso,7.9000,7.4400,7.2400,7.9100,7.4300,2025-01-15
100 Saudi Riyal,123.0300,116.7900,116.5900,122.0500,103.9000,2025-01-15
100 South Africa Rand,25.0500,22.6000,22.4000,33.2900,22.2700,2025-01-15
100 Sri Lanka Rupee,1.5900,1.4600,1.2600,1.5500,0.7200,2025-01-15
100 Swedish Krona,42.1600,38.3600,38.1600,N/A,N/A,2025-01-15
100 Thai Baht,13.7500,12.1900,11.7900,13.6600,11.5600,2025-01-15
1 US Dollar,4.5680,4.4310,4.4210,4.6140,4.4070,2025-01-15
100 UAE Dirham,125.8300,119.2600,119.0600,125.4800,115.9400,2025-01-15
100 Qatar Riyal,126.7100,120.2800,120.0800,N/A,N/A,2025-01-15
100 New Taiwan Dollar,14.9000,N/A,N/A,14.1600,12.7800,2025-01-15
100 Chinese Renminbi,62.7400,60.0600,N/A,N/A,N/A,2025-01-15
