Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8650,2.7490,2.7330,2.9410,2.6680,2025-03-20
1 Brunei Dollar,3.3770,3.2780,3.2700,3.4440,3.2560,2025-03-20
1 Canadian Dollar,3.1330,3.0480,3.0360,3.1700,2.9370,2025-03-20
1 Euro,4.9090,4.7490,4.7290,4.9160,4.5910,2025-03-20
1 New Zealand Dollar,2.6200,2.5220,2.5060,2.7770,2.4180,2025-03-20
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-03-20
1 Singapore Dollar,3.3770,3.2780,3.2700,3.4440,3.2560,2025-03-20
1 Sterling Pound,5.8520,5.6650,5.6450,5.9480,5.4730,2025-03-20
1 Swiss Franc,5.1620,4.9410,4.9260,5.1670,4.7270,2025-03-20
100 Bangladesh Taka,3.7740,3.5140,3.3140,N/A,N/A,2025-03-20
100 Danish Krone,67.4500,62.0600,61.8600,N/A,N/A,2025-03-20
100 Hongkong Dollar,58.4300,55.5200,55.3200,58.5500,50.5600,2025-03-20
100 Indian Rupee,5.2900,4.9700,4.7700,N/A,N/A,2025-03-20
100 Indonesian Rupiah,0.0281,0.0255,0.0205,0.0305,0.0230,2025-03-20
100 Japanese Yen,3.0310,2.9340,2.9240,3.1500,2.7700,2025-03-20
100 Norwegian Krone,43.7200,40.1600,39.9600,44.6100,28.6800,2025-03-20
100 Pakistan Rupee,1.6300,1.5300,1.3300,2.4300,1.4000,2025-03-20
100 Philippine Peso,7.9700,7.5100,7.3100,7.9800,7.4900,2025-03-20
100 Saudi Riyal,121.1000,114.9600,114.7600,120.1100,103.9000,2025-03-20
100 South Africa Rand,25.7500,23.2400,23.0400,33.2900,22.9000,2025-03-20
100 Sri Lanka Rupee,1.5600,1.4300,1.2300,1.5200,0.7200,2025-03-20
100 Swedish Krona,45.9200,41.7800,41.5800,N/A,N/A,2025-03-20
100 Thai Baht,13.9800,12.3900,11.9900,13.8900,11.7500,2025-03-20
1 US Dollar,4.4930,4.3580,4.3480,4.5800,4.3340,2025-03-20
100 UAE Dirham,123.7600,117.3200,117.1200,123.4100,115.9400,2025-03-20
100 Qatar Riyal,124.6000,118.2900,118.0900,N/A,N/A,2025-03-20
100 New Taiwan Dollar,N/A,N/A,N/A,14.1600,12.5500,2025-03-20
100 Chinese Renminbi,62.5500,59.9000,N/A,N/A,N/A,2025-03-20
