Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,3.1130,2.9900,2.9740,3.1200,2.8850,2024-07-29
1 BRUNEI DOLLAR,3.5110,3.4090,3.4010,3.5120,3.2770,2024-07-29
1 CANADIAN DOLLAR,3.4070,3.3170,3.3050,3.4370,3.1170,2024-07-29
1 EURO,5.1270,4.9630,4.9430,5.1100,4.5620,2024-07-29
1 NEW ZEALAND DOLLAR,2.7910,2.6890,2.6730,2.8020,2.5680,2024-07-29
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-07-29
1 SINGAPORE DOLLAR,3.5110,3.4090,3.4010,3.5120,3.2770,2024-07-29
1 POUND STERLING,6.0730,5.8830,5.8630,6.1210,5.3220,2024-07-29
1 SWISS FRANC,5.3710,5.1440,5.1290,5.3770,4.9200,2024-07-29
100 BANGLADESH TAKA,4.0960,3.8150,3.6150,N/A,N/A,2024-07-29
100 DANISH KRONER,70.4200,64.8300,64.6300,N/A,N/A,2024-07-29
100 HONGKONG DOLLAR,61.0300,58.0200,57.8200,61.1500,50.5600,2024-07-29
100 INDIAN RUPEE,5.7300,5.3800,5.1800,N/A,N/A,2024-07-29
100 INDONESIAN RUPIAH,0.0299,0.0271,0.0221,0.0305,0.0240,2024-07-29
100 JAPANESE YEN,3.0730,2.9760,2.9660,3.2600,2.8000,2024-07-29
100 NORWEGIAN KRONER,44.0000,40.4900,40.2900,44.6100,28.6800,2024-07-29
100 PAKISTAN RUPEE,1.7200,1.6100,1.4100,2.4300,1.4000,2024-07-29
100 PHILIPPINES PESO,8.1900,7.7300,7.5300,8.2000,7.6500,2024-07-29
100 SAUDI ARABIAN RIYAL,127.0900,120.6500,120.4500,126.0200,103.9000,2024-07-29
100 SOUTH AFRICAN RAND,26.7400,24.1600,23.9600,33.2900,23.1000,2024-07-29
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-07-29
100 SWEDISH KRONER,45.0000,41.0000,40.8000,N/A,N/A,2024-07-29
100 THAILAND BAHT,13.7200,12.1700,11.7700,13.6300,11.5300,2024-07-29
1 US DOLLAR,4.7120,4.5790,4.5690,4.7190,4.5520,2024-07-29
100 ARAB EMIRATES DIRHAM,129.8500,123.1900,122.9900,129.4900,115.9400,2024-07-29
100 QATAR RIYAL,130.7500,124.1200,123.9200,N/A,N/A,2024-07-29
100 NEW TAIWAN DOLLAR,15.4000,N/A,N/A,14.4800,12.7800,2024-07-29
100 CHINESE RENMINBI,65.4600,62.7200,N/A,N/A,N/A,2024-07-29
