Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.8920,2.7750,2.7590,2.9410,2.6960,2024-12-17
1 BRUNEI DOLLAR,3.3430,3.2460,3.2380,3.4440,3.2270,2024-12-17
1 CANADIAN DOLLAR,3.1660,3.0810,3.0690,3.1990,2.9730,2024-12-17
1 EURO,4.7550,4.6010,4.5810,4.7670,4.4510,2024-12-17
1 NEW ZEALAND DOLLAR,2.6180,2.5220,2.5060,2.7770,2.4220,2024-12-17
1 P NEW GUINEA KINA,N/A,N/A,0.0160,N/A,N/A,2024-12-17
1 SINGAPORE DOLLAR,3.3430,3.2460,3.2380,3.4440,3.2270,2024-12-17
1 POUND STERLING,5.7350,5.5530,5.5330,5.8380,5.3710,2024-12-17
1 SWISS FRANC,5.0870,4.8720,4.8570,5.0940,4.6600,2024-12-17
100 BANGLADESH TAKA,3.8550,3.5900,3.3900,N/A,N/A,2024-12-17
100 DANISH KRONER,65.3400,60.1300,59.9300,N/A,N/A,2024-12-17
100 HONGKONG DOLLAR,58.6700,55.7500,55.5500,58.8700,50.5600,2024-12-17
100 INDIAN RUPEE,5.4000,5.0700,4.8700,N/A,N/A,2024-12-17
100 INDONESIAN RUPIAH,0.0292,0.0264,0.0214,0.0305,0.0240,2024-12-17
100 JAPANESE YEN,2.9340,2.8390,2.8290,3.1500,2.6800,2024-12-17
100 NORWEGIAN KRONER,41.5700,38.2400,38.0400,44.6100,28.6800,2024-12-17
100 PAKISTAN RUPEE,1.6500,1.5500,1.3500,2.4300,1.4000,2024-12-17
100 PHILIPPINES PESO,7.7900,7.3400,7.1400,7.8100,7.3400,2024-12-17
100 SAUDI ARABIAN RIYAL,121.4500,115.2900,115.0900,120.6100,103.9000,2024-12-17
100 SOUTH AFRICAN RAND,26.2100,23.6700,23.4700,33.2900,23.1000,2024-12-17
100 SRI LANKA RUPEE,1.5900,1.4700,1.2700,1.5600,0.7200,2024-12-17
100 SWEDISH KRONER,42.7800,38.9700,38.7700,N/A,N/A,2024-12-17
100 THAILAND BAHT,13.8400,12.2700,11.8700,13.7600,11.6400,2024-12-17
1 US DOLLAR,4.5130,4.3790,4.3690,4.5800,4.3590,2024-12-17
100 ARAB EMIRATES DIRHAM,124.3100,117.8700,117.6700,124.1300,115.9400,2024-12-17
100 QATAR RIYAL,125.1700,118.8300,118.6300,N/A,N/A,2024-12-17
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7800,2024-12-17
100 CHINESE RENMINBI,62.4600,59.8000,N/A,N/A,N/A,2024-12-17
