Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9430,2.8260,2.8100,2.9540,2.7440,2024-11-28
1 BRUNEI DOLLAR,3.3570,3.2600,3.2520,3.4440,3.2380,2024-11-28
1 CANADIAN DOLLAR,3.2120,3.1260,3.1140,3.2430,3.0130,2024-11-28
1 EURO,4.7670,4.6130,4.5930,4.7710,4.4560,2024-11-28
1 NEW ZEALAND DOLLAR,2.6690,2.5700,2.5540,2.7770,2.4650,2024-11-28
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-28
1 SINGAPORE DOLLAR,3.3570,3.2600,3.2520,3.4440,3.2380,2024-11-28
1 POUND STERLING,5.7210,5.5400,5.5200,5.8150,5.3500,2024-11-28
1 SWISS FRANC,5.1400,4.9220,4.9070,5.1460,4.7080,2024-11-28
100 BANGLADESH TAKA,3.8520,3.5870,3.3870,N/A,N/A,2024-11-28
100 DANISH KRONER,65.5200,60.3000,60.1000,N/A,N/A,2024-11-28
100 HONGKONG DOLLAR,58.5600,55.6500,55.4500,58.6800,50.5600,2024-11-28
100 INDIAN RUPEE,5.4300,5.1000,4.9000,N/A,N/A,2024-11-28
100 INDONESIAN RUPIAH,0.0294,0.0266,0.0216,0.0305,0.0240,2024-11-28
100 JAPANESE YEN,2.9800,2.8840,2.8740,3.1500,2.7200,2024-11-28
100 NORWEGIAN KRONER,41.7700,38.4200,38.2200,44.6100,28.6800,2024-11-28
100 PAKISTAN RUPEE,1.6500,1.5500,1.3500,2.4300,1.4000,2024-11-28
100 PHILIPPINES PESO,7.8100,7.3500,7.1500,7.8000,7.3300,2024-11-28
100 SAUDI ARABIAN RIYAL,121.4100,115.2600,115.0600,120.4100,103.9000,2024-11-28
100 SOUTH AFRICAN RAND,25.6500,23.1700,22.9700,33.2900,22.8600,2024-11-28
100 SRI LANKA RUPEE,1.5900,1.4600,1.2600,1.5500,0.7200,2024-11-28
100 SWEDISH KRONER,42.5600,38.7700,38.5700,N/A,N/A,2024-11-28
100 THAILAND BAHT,13.6900,12.1400,11.7400,13.5500,11.4600,2024-11-28
1 US DOLLAR,4.5095,4.3755,4.3655,4.5800,4.3500,2024-11-28
100 ARAB EMIRATES DIRHAM,124.2100,117.7700,117.5700,123.8400,115.9400,2024-11-28
100 QATAR RIYAL,125.0600,118.7200,118.5200,N/A,N/A,2024-11-28
100 NEW TAIWAN DOLLAR,14.9000,N/A,N/A,14.1600,12.7800,2024-11-28
100 CHINESE RENMINBI,62.6400,60.0000,N/A,N/A,N/A,2024-11-28
