Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 AUSTRALIAN DOLLAR,2.9430,2.8240,2.8080,2.9490,2.7400,2024-11-26
1 BRUNEI DOLLAR,3.3560,3.2580,3.2500,3.4440,3.2360,2024-11-26
1 CANADIAN DOLLAR,3.2040,3.1170,3.1050,3.2330,3.0040,2024-11-26
1 EURO,4.7410,4.5880,4.5680,4.7480,4.4350,2024-11-26
1 NEW ZEALAND DOLLAR,2.6460,2.5490,2.5330,2.7770,2.4430,2024-11-26
1 P NEW GUINEA KINA,N/A,N/A,N/A,N/A,N/A,2024-11-26
1 SINGAPORE DOLLAR,3.3560,3.2580,3.2500,3.4440,3.2360,2024-11-26
1 POUND STERLING,5.6850,5.5040,5.4840,5.7780,5.3170,2024-11-26
1 SWISS FRANC,5.1370,4.9210,4.9060,5.1420,4.7060,2024-11-26
100 BANGLADESH TAKA,3.8720,3.6050,3.4050,N/A,N/A,2024-11-26
100 DANISH KRONER,65.1500,59.9600,59.7600,N/A,N/A,2024-11-26
100 HONGKONG DOLLAR,58.8500,55.9300,55.7300,58.9700,50.5600,2024-11-26
100 INDIAN RUPEE,5.4600,5.1300,4.9300,N/A,N/A,2024-11-26
100 INDONESIAN RUPIAH,0.0295,0.0267,0.0217,0.0305,0.0240,2024-11-26
100 JAPANESE YEN,2.9480,2.8540,2.8440,3.1500,2.6900,2024-11-26
100 NORWEGIAN KRONER,41.7400,38.3500,38.1500,44.6100,28.6800,2024-11-26
100 PAKISTAN RUPEE,1.6600,1.5600,1.3600,2.4300,1.4000,2024-11-26
100 PHILIPPINES PESO,7.7900,7.3500,7.1500,7.8000,7.3300,2024-11-26
100 SAUDI ARABIAN RIYAL,122.0300,115.8500,115.6500,121.0300,103.9000,2024-11-26
100 SOUTH AFRICAN RAND,25.8300,23.3200,23.1200,33.2900,22.9800,2024-11-26
100 SRI LANKA RUPEE,1.6000,1.4700,1.2700,1.5600,0.7200,2024-11-26
100 SWEDISH KRONER,42.3000,38.4800,38.2800,N/A,N/A,2024-11-26
100 THAILAND BAHT,13.6300,12.0900,11.6900,13.5500,11.4600,2024-11-26
1 US DOLLAR,4.5320,4.3980,4.3880,4.5800,4.3730,2024-11-26
100 ARAB EMIRATES DIRHAM,124.8500,118.3800,118.1800,124.4900,115.9400,2024-11-26
100 QATAR RIYAL,125.7100,119.3400,119.1400,N/A,N/A,2024-11-26
100 NEW TAIWAN DOLLAR,N/A,N/A,N/A,14.1600,12.7800,2024-11-26
100 CHINESE RENMINBI,63.0200,60.3700,N/A,N/A,N/A,2024-11-26
