Currency,Selling TT/OD,Buying TT,Buying OD,Selling Notes,Buying Notes,Date
1 Australian Dollar,2.8400,2.7220,2.7060,2.9410,2.6430,2025-01-14
1 Brunei Dollar,3.3310,3.2310,3.2230,3.4440,3.2100,2025-01-14
1 Canadian Dollar,3.1720,3.0830,3.0710,3.2000,2.9720,2025-01-14
1 Euro,4.6850,4.5280,4.5080,4.6920,4.3790,2025-01-14
1 New Zealand Dollar,2.5670,2.4690,2.4530,2.7770,2.3680,2025-01-14
1 Papua N Guinea Kina,N/A,N/A,N/A,N/A,N/A,2025-01-14
1 Singapore Dollar,3.3310,3.2310,3.2230,3.4440,3.2100,2025-01-14
1 Sterling Pound,5.5870,5.4110,5.3910,5.6750,5.2200,2025-01-14
1 Swiss Franc,5.0200,4.8060,4.7910,5.0190,4.5910,2025-01-14
100 Bangladesh Taka,3.8350,3.5680,3.3680,N/A,N/A,2025-01-14
100 Danish Krone,64.3700,59.1700,58.9700,N/A,N/A,2025-01-14
100 Hongkong Dollar,59.2500,56.2500,56.0500,59.3700,50.5600,2025-01-14
100 Indian Rupee,5.3600,5.0200,4.8200,N/A,N/A,2025-01-14
100 Indonesian Rupiah,0.0290,0.0262,0.0212,0.0305,0.0230,2025-01-14
100 Japanese Yen,2.9030,2.8070,2.7970,3.1500,2.6500,2025-01-14
100 Norwegian Krone,41.0400,37.7100,37.5100,44.6100,28.6800,2025-01-14
100 Pakistan Rupee,1.6700,1.5600,1.3600,2.4300,1.4000,2025-01-14
100 Philippine Peso,7.8900,7.4300,7.2300,7.9000,7.4200,2025-01-14
100 Saudi Riyal,122.8700,116.6400,116.4400,121.9200,103.9000,2025-01-14
100 South Africa Rand,24.9100,22.4900,22.2900,33.2900,22.1600,2025-01-14
100 Sri Lanka Rupee,1.5900,1.4600,1.2600,1.5500,0.7200,2025-01-14
100 Swedish Krona,41.9000,38.1100,37.9100,N/A,N/A,2025-01-14
100 Thai Baht,13.7500,12.1800,11.7800,13.6600,11.5500,2025-01-14
1 US Dollar,4.5690,4.4350,4.4250,4.6100,4.4030,2025-01-14
100 UAE Dirham,125.7200,119.1000,118.9000,125.3700,115.9400,2025-01-14
100 Qatar Riyal,126.5300,120.1200,119.9200,N/A,N/A,2025-01-14
100 New Taiwan Dollar,14.9000,N/A,N/A,14.1600,12.7200,2025-01-14
100 Chinese Renminbi,62.6700,59.9700,N/A,N/A,N/A,2025-01-14
